Mnd,Ap,Hoyre,Frp,SV,SP,KrF,Venstre,MDG,Rodt,Andre,Ap_var,Hoyre_var,Frp_var,SV_var,SP_var,KrF_var,Venstre_var,MDG_var,Rodt_var,Andre_var,Ap_skandale,Hoyre_skandale,Frp_skandale,SV_skandale,SP_skandale,KrF_skandale,Venstre_skandale,MDG_skandale,Rodt_skandale,Andre_skandale,Ap_skandale_lag3,Ap_skandale_lag6,Hoyre_skandale_lag3,Hoyre_skandale_lag6,Frp_skandale_lag3,Frp_skandale_lag6,SV_skandale_lag3,SV_skandale_lag6,SP_skandale_lag3,SP_skandale_lag6,KrF_skandale_lag3,KrF_skandale_lag6,Venstre_skandale_lag3,Venstre_skandale_lag6,MDG_skandale_lag3,MDG_skandale_lag6,Rodt_skandale_lag3,Rodt_skandale_lag6,Andre_skandale_lag3,Andre_skandale_lag6,Ap_reg,Hoyre_reg,Frp_reg,SV_reg,SP_reg,KrF_reg,Venstre_reg,MDG_reg,Rodt_reg,Andre_reg,Ap_reg_lag3,Ap_reg_lag6,Hoyre_reg_lag3,Hoyre_reg_lag6,Frp_reg_lag3,Frp_reg_lag6,SV_reg_lag3,SV_reg_lag6,SP_reg_lag3,SP_reg_lag6,KrF_reg_lag3,KrF_reg_lag6,Venstre_reg_lag3,Venstre_reg_lag6,MDG_reg_lag3,MDG_reg_lag6,Rodt_reg_lag3,Rodt_reg_lag6,Andre_reg_lag3,Andre_reg_lag6,ledighet,ledig_trend3,ledig_trend6,styringsrente,styringsrente_trend3,styringsrente_trend6
9/30/2025,,,,,,,,,,,30.056639,16.287257,18.257453,6.837687,8.458863,3.461844,4.045523,3.650402,4.411482,4.407131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,-0.033333333
