Mnd,Ap,Hoyre,Frp,SV,SP,KrF,Venstre,MDG,Rodt,Andre,Ap_var,Hoyre_var,Frp_var,SV_var,SP_var,KrF_var,Venstre_var,MDG_var,Rodt_var,Andre_var,Ap_skandale,Hoyre_skandale,Frp_skandale,SV_skandale,Sp_skandale,KrF_skandale,Venstre_skandale,MDG_skandale,Rodt_skandale,Andre_skandale,AP_skandale_lag3,AP_skandale_lag6,Hoyre_skandale_lag3,Hoyre_skandale_lag6,Frp_skandale_lag3,Frp_skandale_lag6,SV_skandale_lag3,SV_skandale_lag6,Sp_skandale_lag3,Sp_skandale_lag6,KrF_skandale_lag3,KrF_skandale_lag6,Venstre_skandale_lag3,Venstre_skandale_lag6,MDG_skandale_lag3,MDG_skandale_lag6,Rodt_skandale_lag3,Rodt_skandale_lag6,Andre_skandale_lag3,Andre_skandale_lag6,Ap_reg,Hoyre_reg,Frp_reg,SV_reg,Sp_reg,KrF_reg,Venstre_reg,MDG_reg,Rodt_reg,Andre_reg,AP_reg_lag3,AP_reg_lag6,H_reg_lag3,H_reg_lag6,FRP_reg_lag3,FRP_reg_lag6,SV_reg_lag3,SV_reg_lag6,SP_reg_lag3,SP_reg_lag6,KRF_reg_lag3,KRF_reg_lag6,Venstre_reg_lag3,Venstre_reg_lag6,MDG_reg_lag3,MDG_reg_lag6,Rodt_reg_lag3,MDG_reg_lag6,Andre_reg_lag3,Andre_reg_lag6,ledighet,ledig_trend3,ledig_trend6,styringsrente,styringsrente_trend3,styringsrente_trend6
7/31/2011,31.2,27,19.7,5.5,4.5,4.9,4.4,0,1.3,1.1,29.82823355,28.71795191,18.79700363,5.160197231,4.921225204,5.026679668,4.696397356,0.093420533,1.514902623,1.171469713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.6,0,0.016666667,2.25,0.036666667,0.041666667
8/31/2011,38.4,22.5,17.2,5.3,4.5,5.1,4.1,0,1.5,1.2,32.46366541,25.27816931,20.10937715,5.232365635,4.786357994,4.942378646,4.518288647,0,1.270776907,1.072449495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.5,-0.033,0,2.25,0,0.041666667
9/30/2011,34,27.1,16.5,4.3,5.2,4.7,5.4,0,1.6,1.4,37.52567843,23.55450686,16.68703179,5.069344789,4.651046306,5.119611413,4.589136795,0,1.456593668,1.268988662,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.5,-0.033,0,2.25,0,0.041666667
10/31/2011,33.9,29.3,13.8,4.5,4.6,5.3,4.9,0,1.7,1.8,32.89823723,28.23816182,15.66002872,5.175426056,4.929477977,5.23715237,4.482186714,0.39882844,1.420764404,1.647527386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.6,0.033,0,2.25,0,0.018333333
11/30/2011,32.7,29.1,15.2,4.4,5.3,5.1,5.2,0,1.5,1.5,34.51864579,28.31491119,14.43856137,4.68632495,4.413727917,5.136032869,5.082166428,0.08994573,1.460184752,1.802597686,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.6,0.033,0,2.25,0,0
12/31/2011,32.7,29.6,15,4.2,5.2,5.4,5.1,0,1.3,1.6,33.29821315,28.7858033,16.17153363,4.101360848,4.764523241,5.085931671,4.802607506,0.000241714,1.688985918,1.432740714,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.6,0,0,1.99,-0.086666667,-0.043333333
1/31/2012,34.7,29.3,13.7,4.1,5,5.3,4.9,0,1.7,1.3,32.24443332,29.85141185,15.15514001,4.402287799,5.341534756,5.133908297,5.054224076,0.211637464,1.191526798,1.437684128,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.6,0,0.016666667,1.75,-0.166666667,-0.083333333
2/29/2012,34.4,27.9,14.4,4.8,5.1,5.1,5.3,0,1.3,1.6,35.38042475,28.63351454,13.70000563,4.241189599,4.839015067,5.36095887,5.032439724,0,1.492209531,1.628519397,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.6,0,0.016666667,1.75,-0.08,-0.083333333
3/31/2012,32.9,27.9,16.3,4.5,5.3,5.4,4.6,0.2,1.3,1.7,34.65851622,28.0889469,14.26870051,4.579988288,4.797644161,5.332489087,5.131589482,0.050058507,1.360583253,1.559201516,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.5,-0.033,-0.016666667,1.61,-0.046666667,-0.106666667
4/30/2012,30.5,29.4,17.3,4.5,5.1,5.1,5.2,0.2,1.4,1.4,31.78384118,28.34029207,16.43610166,4.617000385,5.806738526,5.0675825,4.770347967,0.214282278,1.583971951,1.414794143,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.4,-0.067,-0.033333333,1.5,-0.083333333,-0.125
5/31/2012,30.8,30.9,16,4.2,4.6,5.1,4.7,0.2,1.5,1.9,30.60255943,28.40923537,17.31051299,4.533080205,5.469158465,5.210077447,5.148503771,0.196691298,1.666142295,1.495752364,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.4,-0.033,-0.033333333,1.5,-0.036666667,-0.081666667
6/30/2012,29.9,32,16.2,4.3,4.7,4.7,4.8,0.1,1.5,1.8,30.78223943,30.96376069,16.27526778,4.054497453,4.825586174,4.928185021,4.85098807,0.16477485,1.463084756,1.812983343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.4,0,-0.033333333,1.5,0,-0.041666667
7/31/2012,29.8,30.5,18.4,3.9,4.8,5,4.4,0.2,1.2,1.5,30.36307034,32.0212778,16.24559913,4.288741616,4.363572508,4.919705925,4.687594964,0.099776345,1.285464605,1.905867965,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.4,0,-0.033333333,1.5,0,-0.041666667
8/31/2012,30.2,31.6,17.3,4,4.4,4.6,4.7,0.2,1.7,1.3,29.58515202,30.15469136,18.49414606,3.934221809,5.014944218,4.838322124,4.680034759,0.280175851,1.347302195,1.540824542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.4,0,-0.016666667,1.5,0,-0.018333333
9/30/2012,29.2,33.5,16.6,3.9,4.3,5.2,3.9,0.6,1.8,1,29.87884611,31.96152583,16.88735885,4.182010662,4.421286088,4.827104561,4.628821388,0.296865986,1.380583389,1.54451121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.5,0.033,0.016666667,1.5,0,0
10/31/2012,27.8,33.9,17.2,4.1,4.4,5,4.5,0.5,1.4,1.3,29.34516872,33.93615544,16.54666539,3.845187997,4.339385467,4.800366538,4.093027906,0.392800353,1.727919851,0.974943558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.6,0.067,0.033333333,1.5,0,0
11/30/2012,29.6,31.4,17,4.4,4.5,5,4.9,0.3,1.5,1.2,28.77507008,33.1292975,17.80285004,3.818236495,4.469516693,4.830162202,4.238515984,0.381113669,1.601736978,1.001239212,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.7,0.067,0.05,1.5,0,0
12/31/2012,28.6,32,16.2,4.3,4.7,5.3,5.2,0.6,1.8,1.2,29.42716743,31.17521471,17.64632967,4.281159921,4.426299003,4.911861408,4.891452916,0.286770338,1.435764461,1.269388588,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.7,0.033,0.05,1.5,0,0
1/31/2013,28.6,33.6,15.9,4.1,4.4,5.5,4.4,0.6,1.4,1.3,27.9555527,33.1278115,15.75335553,4.710286678,4.550162789,5.287952676,4.941675896,0.446737707,1.779093616,1.326506083,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.8,0.033,0.066666667,1.5,0,0
2/28/2013,28.4,32.9,15.6,4.9,4.7,5.3,4.5,0.9,1.4,1.3,29.38759081,33.19099956,15.71329913,4.037315857,4.474110688,5.36932784,4.583166204,0.558356555,1.428840384,1.091024171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.9,0.067,0.066666667,1.5,0,0
3/31/2013,28.1,32.4,16.8,4.4,4.8,5.2,4.7,1,1.4,1.1,28.54682362,32.51745736,15.96114623,4.469550292,4.880834711,5.248024977,4.622270801,0.832764208,1.460019357,1.181647631,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.9,0.033,0.05,1.5,0,0
4/30/2013,27.7,32.6,16.5,5,4.8,5.1,4.5,1,1.5,1.4,27.3815241,32.52243645,16.84500891,4.524260292,5.346683044,5.07313478,4.596259427,1.03400442,1.62413869,1.073754749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.9,0,0.033333333,1.5,0,0
5/31/2013,28.9,31.8,16,4.7,4.5,5.3,4.7,1.4,1.5,1.3,27.1297841,32.24176803,16.72809886,5.008903986,4.931709071,5.357186767,4.714885067,0.876551163,1.688876541,1.343947392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.9,0,0.033333333,1.5,0,0
6/30/2013,28.6,32,16.4,4.3,4.5,5.3,4.2,1.5,1.5,1.5,28.5264948,32.05163377,15.68566599,4.93336274,4.588791766,5.195316807,4.784383613,1.324027627,1.681839909,1.31470585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.9,0,0.016666667,1.5,0,0
7/31/2013,28,31.6,16.2,3.9,4.6,5.2,5.2,2.3,1.9,1.2,28.82670505,31.65707165,15.90946468,4.331103343,4.603469029,5.29051974,4.55637957,1.670699939,1.588221228,1.470588612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.9,0,0,1.5,0,0
8/31/2013,29,28.9,15.2,4.3,5.3,5.4,5.3,3.5,1.5,1.5,27.47068264,31.6126618,16.38437668,4.285697997,4.844611763,5.136321811,4.826515491,2.404206894,1.726117109,1.394417289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.8,-0.033,-0.016666667,1.5,0,0
9/30/2013,29.7,27,15.9,4.8,5.1,6,5.5,3.2,1.4,1.4,28.93215064,28.39797762,15.19504337,4.842197516,5.115960442,5.71079476,5.518242854,3.104426798,1.704718566,1.363072776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3.8,-0.033,-0.016666667,1.5,0,0
10/31/2013,31.9,27.8,14.6,4.1,4.7,5.5,5.6,3.2,1.3,1.3,30.36894117,27.43219352,15.81874027,4.728556976,4.91548249,5.658883016,5.45181051,3.234767289,1.197587313,1.060207878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,1,1,1,1,2,5,2,5,0,0,0,0,0,0,0,0,0,0,3.9,0.033,0,1.5,0,0
11/30/2013,32.2,27.9,14.5,4,5,5.4,5.4,3.3,1.2,1.1,31.59237738,27.1586517,14.90504924,4.211253142,5.295201667,5.355856254,5.706395595,3.288430016,1.253956832,1.26543274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,2,2,2,2,1,4,1,4,0,0,0,0,0,0,0,0,0,0,3.9,0.033,0,1.5,0,0
12/31/2013,33.3,27.8,14.2,3.9,4.8,5.4,5.2,2.9,1.2,1.3,32.05259622,27.90411751,14.13623486,4.373646088,4.994701574,5.430471384,5.541428933,3.25754452,1.176831248,1.143415649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3.9,0,0,1.5,0,0
1/31/2014,33.5,29.1,13.6,3.9,4.5,5.3,4.7,3.1,1.2,1.2,33.3854802,27.84357526,14.35939078,3.591403111,4.827722366,5.470893752,5.161032463,3.068148298,1.328398049,1.185033766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,4,3,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3.8,-0.033,0,1.5,0,0
2/28/2014,33.8,28.7,13.3,3.9,4.9,5.3,4.8,3,1.2,1.1,32.84449369,29.2737231,13.18664357,3.955556647,4.601509721,5.393811026,5.000327603,3.23985315,1.213936265,1.345898186,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,5,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.8,-0.033,0,1.5,0,0
3/31/2014,34.6,26.9,14.3,3.8,4.9,5,5.1,3.1,1.4,1.1,34.23350367,28.30046145,13.18117682,3.805413205,4.909517975,5.280363599,4.881308819,3.027604248,1.277952502,1.203526643,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,-0.033,-0.033333333,1.5,0,0
4/30/2014,34.2,27.5,14,3.7,4.5,5.4,5.3,3,1.3,1.3,33.85397848,26.89221932,14.60015549,3.893193533,4.859743043,5.291793656,4.934668592,3.192562374,1.509122675,1.131427648,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,-0.033,-0.033333333,1.5,0,0
5/31/2014,33.9,26.9,13.7,4,5.1,5.3,5.2,3.4,1.3,1.2,33.92435116,27.7937181,13.76149807,3.91324408,4.393519521,5.405173529,5.299753115,3.027670684,1.300499806,1.32296776,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,-0.033,-0.05,1.5,0,0
6/30/2014,35,26.3,13.8,3.5,5.3,5.2,4.8,3.6,1.3,1.3,34.36574309,26.53078383,13.66315257,4.213512095,4.797221236,5.347479599,5.268286432,3.232469393,1.267241433,1.236483943,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,-0.016666667,1.5,0,0
7/31/2014,36.3,26.8,12.3,3,5.3,4.6,5.3,3.6,1.5,1.2,34.83786632,26.81591946,13.11060928,3.498612731,5.361476559,5.179893396,5.022929808,3.76155425,1.41048085,1.189264859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.067,0,1.5,0,0
8/31/2014,34.5,26.9,13.9,3.9,5.2,5.1,4.7,3.7,1.2,1.2,36.55677893,25.88518089,12.27509601,3.249470915,5.091637214,5.152830428,5.244947195,3.802092665,1.364147628,1.514689134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.033,0.016666667,1.5,0,0
9/30/2014,35,26.6,14.1,3.6,5,5.1,4.8,3.5,1.2,1,33.35113169,27.56442938,14.43362259,3.72283407,5.476800139,4.932200259,4.832567154,3.693335558,1.185444532,1.038137618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.033,0.033333333,1.5,0,0
10/31/2014,37.3,25.2,13.5,3.6,5.2,4.7,4.6,3.6,1.3,1.1,36.33669293,25.4835808,13.91546359,3.598399741,5.143640733,4.859582092,4.939535808,3.54007073,1.191168251,0.985254426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.067,0.066666667,1.5,0,0
11/30/2014,40.2,22.6,11.5,3.9,5.3,5.9,4.7,3.5,1.4,1,36.31805223,25.53116022,13.07755341,3.745673727,5.296914564,4.939870804,4.924607144,3.590396426,1.368240915,1.175474824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.067,0.066666667,1.5,0,0
12/31/2014,41.4,22.5,11.3,3.8,5.2,5.4,4.7,3.5,1.3,0.9,41.0832093,23.24865685,11.04324288,3.406779461,5.48627737,5.396354499,4.748828808,3.389462514,1.115707457,1.004689657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.033,0.05,1.36,-0.046666667,-0.023333333
1/31/2015,41.5,22.6,11.3,3.7,5.4,5.3,4.6,3.4,1.2,1.1,41.8118335,22.58204295,10.87308637,3.664227247,5.165271143,5.520346278,4.539554566,3.58346821,1.09953415,0.997683278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0.033,0.066666667,1.25,-0.083333333,-0.041666667
2/28/2015,41.9,21.3,11.2,3.9,5.7,5.3,4.7,3.6,1.4,1.1,41.42642469,22.48320816,11.23874136,3.682986944,5.392799327,5.293483173,4.700361093,3.546585311,1.211424115,0.995442012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.067,0.066666667,1.25,-0.036666667,-0.041666667
3/31/2015,41.4,22.7,10.4,3.6,5.8,5.5,4.5,3.2,1.5,1,41.5480328,20.80025712,11.66175586,3.907390878,5.884916424,5.470330558,4.689481346,3.480801323,1.662181005,1.015399934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0.067,0.066666667,1.25,0,-0.041666667
4/30/2015,39.5,23,11,3.6,5.6,5.7,4.9,4,1.4,1,42.19682802,22.85028475,9.637033105,3.466228154,5.669435991,5.395520201,4.593619228,3.510972984,1.24077276,1.208766679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.067,0.066666667,1.25,0,-0.041666667
5/31/2015,38,24,12,3.6,5.8,5.2,4.6,4.1,1.5,1.4,39.47494248,22.49937221,11.58295419,3.701842949,5.946552748,5.474628557,4.624681422,3.945049853,1.383913109,0.966855743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0.067,0.083333333,1.25,0,-0.018333333
6/30/2015,39,22.5,12.3,3.5,5.7,5.4,4.5,4.4,1.5,1.2,37.38159556,23.97443382,12.67060441,3.637484254,5.838005202,5.364521704,4.530099884,4.003223385,1.679744416,1.182563265,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0.067,0.083333333,1.16,-0.03,-0.015
7/31/2015,37.6,22.7,12.8,4.3,5.1,5.1,4.6,4.3,1.7,1.8,39.16289366,21.67657609,12.25902441,3.820606827,5.652499147,5.488677512,4.909649604,4.20732801,1.618006582,1.170168188,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0.033,0.066666667,1,-0.083333333,-0.041666667
8/31/2015,36.3,23.8,12.7,4,5.8,4.9,4.5,4.7,1.7,1.7,36.87402036,23.14491435,12.73286951,4.037894624,5.315693976,5.193178612,4.741008496,4.508593081,1.703640194,1.821764782,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0.033,0.066666667,1,-0.053333333,-0.041666667
9/30/2015,35.6,23.3,12.2,4.1,6.3,5.7,5.2,4.8,1.4,1.1,35.60970534,24.13124475,12.38408542,4.347297151,6.084621977,4.883998283,4.634319772,4.723232101,1.599669756,1.743869571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0.067,0.066666667,0.95,-0.016666667,-0.05
10/31/2015,36.4,22.9,12,4.2,6.6,5.5,5.2,4.2,1.8,1.1,36.38456666,22.86124208,12.16430088,4.121993108,6.517558793,5.391672519,5.112548386,4.63762162,1.526581947,0.974677465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.067,0.066666667,0.75,-0.083333333,-0.083333333
11/30/2015,35.1,22,16.3,3.9,6.1,4.9,4.3,4.1,2,1.4,36.86287267,23.10617036,12.88973073,3.799742634,6.391794408,5.315151493,4.777636187,4.262920231,1.34104395,1.20390438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.033,0.05,0.75,-0.066666667,-0.068333333
