Dato,Ap,Høyre,Frp,SV,Sp,KrF,Venstre,MDG,Rødt,Andre,Year,Month
2016-12-01,33.8,,16.5,5.0,7.2,4.2,4.1,1.7,,1.1,2016,12
2017-01-28,35.3,,14.8,5.0,8.0,4.9,3.7,2.9,,1.0,2017,1
2017-01-27,35.7,,12.1,5.1,9.3,5.4,4.3,1.6,,1.0,2017,1
2017-01-18,34.0,,16.3,3.6,8.3,5.6,3.7,2.7,,0.6,2017,1
2017-01-14,35.3,,15.4,3.1,7.1,5.0,4.1,2.4,,1.7,2017,1
2017-01-11,36.1,,15.2,4.1,6.1,5.1,3.9,2.4,,1.1,2017,1
2017-01-11,36.9,,12.0,4.7,8.9,5.4,3.2,3.2,,2.6,2017,1
2017-01-10,32.7,,13.6,4.7,8.4,5.3,4.9,1.9,,1.4,2017,1
2017-01-07,37.8,,11.8,4.2,6.2,4.8,4.2,2.6,,1.1,2017,1
2017-02-24,31.6,,14.1,3.8,11.4,5.2,3.5,2.2,,1.2,2017,2
2017-02-23,30.2,,14.1,3.9,11.4,5.3,5.3,2.2,,2.1,2017,2
2017-02-16,33.5,,14.2,4.0,9.6,4.4,4.0,2.6,,1.2,2017,2
2017-02-11,33.9,,12.7,3.7,9.6,5.6,3.9,2.4,,1.5,2017,2
2017-02-10,34.8,,13.4,4.3,9.1,4.6,3.8,2.3,,1.5,2017,2
2017-02-08,33.0,,13.0,5.1,8.6,5.8,3.4,3.1,,2.3,2017,2
2017-02-08,33.2,,15.7,3.9,9.9,3.8,3.9,3.8,,1.6,2017,2
2017-02-06,33.0,,13.2,4.8,10.2,5.4,4.4,3.3,,2.1,2017,2
2017-02-02,34.3,,16.0,3.8,8.6,4.2,3.5,3.6,,1.6,2017,2
2017-03-31,30.9,,10.6,3.9,13.4,5.3,4.2,2.4,,1.6,2017,3
2017-03-30,30.8,,15.8,5.0,14.3,4.5,2.7,2.5,,1.3,2017,3
2017-03-23,34.1,,10.8,4.2,12.3,5.0,3.9,3.6,,0.7,2017,3
2017-03-21,33.7,,11.1,4.2,14.3,5.1,4.3,2.7,,1.8,2017,3
2017-03-16,29.5,,14.3,5.4,9.7,5.5,3.8,2.2,,1.9,2017,3
2017-03-11,34.4,,12.6,4.2,8.9,4.2,3.3,2.5,,2.0,2017,3
2017-03-10,35.6,,11.1,4.3,11.0,4.9,5.1,3.1,,2.3,2017,3
2017-03-09,32.0,,11.4,4.6,10.7,5.4,3.7,3.5,,1.3,2017,3
2017-03-09,32.5,,13.2,4.7,11.1,5.4,3.6,2.1,,1.4,2017,3
2017-03-09,32.8,,14.4,4.4,10.9,4.6,3.9,2.1,,2.5,2017,3
2017-03-02,31.2,,13.2,3.4,10.9,5.4,3.9,2.7,,2.3,2017,3
2017-04-29,32.8,,11.4,4.1,13.1,4.5,3.1,2.5,,1.3,2017,4
2017-04-28,33.5,,12.9,4.5,11.1,4.9,4.3,2.4,,0.6,2017,4
2017-04-19,30.5,,13.1,4.8,11.3,4.2,4.3,2.5,,2.1,2017,4
2017-04-13,31.7,,12.9,4.9,13.5,6.0,3.7,3.0,,2.4,2017,4
2017-04-10,32.2,,14.3,3.8,10.7,3.8,3.6,2.8,,2.2,2017,4
2017-04-06,28.9,,12.1,4.7,15.8,3.9,3.2,3.1,,1.9,2017,4
2017-04-06,30.5,,13.2,5.4,11.5,5.7,3.6,2.6,,1.6,2017,4
2017-04-04,33.4,,12.3,4.7,11.3,5.1,3.7,2.6,,1.6,2017,4
2017-05-26,30.9,,11.0,4.3,15.3,3.8,3.2,3.1,,1.6,2017,5
2017-05-26,31.2,,14.3,3.9,9.2,5.2,4.3,2.7,,2.5,2017,5
2017-05-19,29.4,,15.1,4.1,12.1,5.5,2.9,3.1,,2.1,2017,5
2017-05-11,30.9,,16.1,3.8,11.4,4.4,3.4,2.6,,1.4,2017,5
2017-05-11,33.1,,11.6,4.4,15.0,3.7,2.8,2.1,,1.6,2017,5
2017-05-10,32.0,,12.8,4.4,11.2,5.2,3.2,2.6,,2.4,2017,5
2017-05-06,32.6,,11.2,4.4,12.7,5.5,3.9,3.0,,2.0,2017,5
2017-05-06,33.7,,13.0,3.7,11.0,5.0,3.2,2.9,,1.4,2017,5
2017-05-05,32.6,,11.7,4.5,12.8,4.3,2.1,3.0,,1.4,2017,5
2017-06-29,30.6,,15.2,4.3,11.7,4.1,3.4,3.9,,1.7,2017,6
2017-06-23,31.7,,12.8,4.7,12.2,3.9,4.0,3.2,,1.2,2017,6
2017-06-22,30.3,,11.6,4.3,11.3,4.8,3.6,3.9,,2.8,2017,6
2017-06-20,32.2,,13.7,3.5,14.5,4.5,2.8,2.1,,1.9,2017,6
2017-06-16,31.7,,14.0,4.8,9.8,4.7,3.5,3.1,,2.0,2017,6
2017-06-15,32.6,,12.0,4.1,12.8,5.3,3.5,3.8,,1.3,2017,6
2017-06-12,28.5,,14.4,4.7,12.1,4.4,3.0,3.2,,1.8,2017,6
2017-06-09,32.3,,12.5,4.5,11.8,4.8,3.2,3.6,,3.3,2017,6
2017-06-08,33.0,,14.0,4.3,11.6,4.4,3.4,2.8,,1.6,2017,6
2017-06-08,34.8,,10.9,4.6,12.8,4.8,3.0,2.8,,2.6,2017,6
2017-06-01,31.0,,15.9,3.4,12.5,4.2,3.1,2.9,,2.5,2017,6
2017-07-09,31.9,,11.9,4.5,13.0,4.6,3.5,4.1,,2.7,2017,7
2017-07-08,32.2,,14.7,4.6,9.7,5.2,3.3,3.9,,1.7,2017,7
2017-08-31,29.0,,13.0,6.6,11.2,5.5,3.4,4.8,,2.0,2017,8
2017-08-31,27.1,,14.9,5.3,11.1,4.1,3.8,3.2,,2.4,2017,8
2017-08-31,26.1,,16.6,6.2,8.8,5.4,4.9,4.7,,1.0,2017,8
2017-08-31,25.6,,16.7,5.2,10.3,4.9,3.1,5.2,,1.7,2017,8
2017-08-30,26.7,,15.4,5.9,11.1,4.2,3.6,3.5,,2.0,2017,8
2017-08-29,24.4,,15.0,6.1,10.6,6.0,3.3,4.2,,2.0,2017,8
2017-08-29,25.7,,16.3,6.5,10.4,4.2,3.9,3.6,,1.7,2017,8
2017-08-28,26.5,,16.0,6.5,11.2,4.0,3.7,3.9,,1.6,2017,8
2017-08-27,26.8,,16.7,5.7,11.2,3.7,3.1,4.6,,1.2,2017,8
2017-08-25,29.5,,15.0,5.9,10.0,4.4,3.4,2.6,,2.1,2017,8
2017-08-24,27.9,,15.4,5.5,12.1,3.2,3.2,4.7,,1.5,2017,8
2017-08-24,27.6,,12.0,6.6,12.0,5.3,3.6,4.9,,2.3,2017,8
2017-08-24,27.3,,15.5,4.5,10.8,4.5,3.7,3.9,,1.5,2017,8
2017-08-23,29.0,,14.2,5.5,9.5,5.1,4.0,4.4,,3.1,2017,8
2017-08-22,27.0,,13.1,5.1,11.1,5.3,4.1,6.1,,1.6,2017,8
2017-08-20,28.4,,12.7,6.4,10.5,5.3,3.5,3.4,,2.2,2017,8
2017-08-19,30.5,,12.1,5.6,10.9,5.2,4.1,3.9,,2.4,2017,8
2017-08-15,30.3,,13.7,3.6,12.6,3.9,4.4,3.1,,2.1,2017,8
2017-08-15,27.1,,16.7,5.2,9.2,5.0,3.9,4.6,,2.7,2017,8
2017-08-11,28.1,,13.6,6.4,10.1,5.1,3.6,3.7,,1.9,2017,8
2017-08-10,30.0,,12.3,4.1,10.8,6.0,3.2,4.3,,1.5,2017,8
2017-08-05,31.9,,13.8,4.6,9.5,4.7,3.1,2.1,,2.5,2017,8
2017-08-04,30.0,,12.6,5.2,11.9,5.2,3.2,3.6,,2.3,2017,8
2017-09-29,26.1,,14.4,7.4,10.2,3.9,5.4,3.3,,2.3,2017,9
2017-09-28,24.9,,15.0,7.3,11.3,3.2,4.7,2.8,,1.9,2017,9
2017-09-21,26.2,,14.7,6.4,11.4,3.9,3.9,3.3,,0.9,2017,9
2017-09-09,28.1,,14.6,5.6,10.2,4.4,4.6,3.9,,1.7,2017,9
2017-09-08,27.2,,14.8,6.7,10.0,4.6,3.2,4.4,,2.2,2017,9
2017-09-08,28.6,,15.2,5.5,10.5,4.3,3.9,4.0,,1.3,2017,9
2017-09-08,26.4,,15.3,6.0,8.6,3.4,2.5,5.7,,1.3,2017,9
2017-09-08,28.0,,12.6,8.1,10.7,4.7,5.2,4.4,,1.5,2017,9
2017-09-08,26.3,,13.8,5.0,10.5,5.3,4.2,4.5,,0.0,2017,9
2017-09-07,28.1,,15.2,5.7,10.1,5.0,4.1,3.7,,1.8,2017,9
2017-09-07,27.2,,15.3,6.2,9.4,4.2,4.7,4.4,,2.1,2017,9
2017-09-07,25.6,,14.3,7.3,9.9,5.5,4.5,2.7,,2.4,2017,9
2017-09-06,27.0,,14.8,5.7,10.3,4.5,4.3,3.7,,2.0,2017,9
2017-09-06,25.8,,17.0,5.9,9.6,4.5,3.5,4.6,,1.6,2017,9
2017-09-05,27.5,,14.7,5.7,9.6,4.4,4.7,3.4,,2.0,2017,9
2017-09-05,29.3,,12.8,5.5,10.0,5.1,3.9,3.9,,2.3,2017,9
2017-09-04,26.5,,14.3,5.1,10.9,4.4,4.8,3.8,,2.2,2017,9
2017-09-03,26.1,,14.7,4.8,11.0,3.8,4.3,3.5,,2.2,2017,9
2017-10-27,27.4,,13.5,5.9,10.9,3.7,3.8,2.9,,2.7,2017,10
2017-10-27,26.5,,13.7,6.5,10.7,4.1,4.9,3.2,,1.6,2017,10
2017-10-20,25.2,,14.6,7.3,10.2,3.2,4.6,4.9,,1.8,2017,10
2017-10-12,25.8,,14.9,6.0,10.6,4.1,4.1,4.8,,0.8,2017,10
2017-10-09,25.4,,13.1,6.4,9.3,3.2,4.8,3.4,,1.6,2017,10
2017-10-07,25.8,,13.4,6.5,11.4,4.4,3.4,3.6,,0.0,2017,10
2017-10-04,26.4,,14.3,7.5,10.6,3.9,4.2,3.0,,1.9,2017,10
2017-11-25,27.1,,16.1,7.0,9.3,4.0,3.8,2.9,,0.8,2017,11
2017-11-24,27.9,,15.9,5.4,8.6,3.8,4.8,3.9,,1.9,2017,11
2017-11-16,25.6,,13.2,6.7,10.9,4.0,3.9,2.8,,1.7,2017,11
2017-11-14,25.3,,12.7,7.4,11.5,3.1,5.9,1.9,,1.4,2017,11
2017-11-11,26.6,,14.6,7.3,10.5,3.2,3.7,1.9,,0.0,2017,11
2017-11-09,25.1,,14.9,7.3,11.2,4.0,4.3,3.8,,0.9,2017,11
2017-11-02,26.0,,14.5,7.5,11.7,4.2,3.7,2.7,,1.5,2017,11
2017-12-22,26.3,,13.7,8.0,10.1,4.3,4.8,2.6,,1.9,2017,12
2017-12-22,26.0,,13.9,8.4,10.6,3.6,3.4,3.6,,1.2,2017,12
2017-12-15,25.9,,14.9,6.0,10.6,4.6,3.5,3.7,,1.7,2017,12
2017-12-12,26.0,,14.8,6.9,9.7,4.1,4.3,3.5,,1.3,2017,12
2017-12-09,26.7,,13.6,7.0,10.2,3.7,4.7,3.3,,0.0,2017,12
2017-12-07,26.6,,14.9,6.0,11.5,3.9,3.4,4.4,,0.9,2017,12
2017-12-04,25.8,,14.7,7.1,11.2,4.6,3.9,2.9,,1.2,2017,12
2018-01-28,25.4,,12.5,7.6,12.1,3.7,4.6,3.0,,0.0,2018,1
2018-01-25,22.7,,13.4,7.6,10.1,4.5,3.0,3.2,,2.0,2018,1
2018-01-18,20.8,,14.5,7.3,10.8,4.6,4.5,3.0,,1.0,2018,1
2018-01-16,23.2,,13.2,7.5,11.3,4.4,4.1,2.8,,1.2,2018,1
2018-01-12,23.1,,15.5,7.7,10.7,4.1,4.1,2.7,,2.3,2018,1
2018-01-11,19.4,,14.8,8.6,10.9,4.5,4.3,2.6,,1.5,2018,1
2018-01-09,20.1,,14.9,8.3,12.2,4.6,3.6,2.7,,2.0,2018,1
2018-01-06,24.2,,14.5,5.7,10.3,3.3,4.7,3.8,,1.4,2018,1
2018-02-22,23.3,,15.0,6.1,10.4,5.1,4.1,3.2,,0.9,2018,2
2018-02-22,25.4,,13.6,7.5,9.7,3.5,4.4,3.0,,0.0,2018,2
2018-02-14,21.4,,15.9,7.3,10.0,3.6,3.9,4.0,,0.8,2018,2
2018-02-09,24.0,,13.6,7.2,10.9,3.6,4.5,3.6,,1.4,2018,2
2018-02-08,23.6,,12.0,6.3,11.2,3.8,5.8,3.4,,1.1,2018,2
2018-02-07,22.4,,13.1,8.6,11.2,3.9,3.8,3.7,,1.5,2018,2
2018-02-03,23.9,,13.4,7.7,11.0,4.3,4.2,3.5,,1.6,2018,2
2018-02-02,22.7,,12.8,7.4,11.0,4.3,4.0,2.7,,2.3,2018,2
2018-03-26,24.3,,15.4,6.6,11.0,4.8,4.3,2.3,,1.9,2018,3
2018-03-22,23.7,,20.8,6.6,10.2,3.8,3.2,2.4,,2.2,2018,3
2018-03-20,23.6,,20.6,5.6,10.3,4.4,5.0,2.1,,0.9,2018,3
2018-03-19,23.3,,15.8,7.1,11.9,4.1,3.5,2.6,,1.1,2018,3
2018-03-16,25.1,,15.9,6.4,10.8,3.2,4.4,3.1,,1.7,2018,3
2018-03-15,23.3,,14.5,6.9,11.0,3.6,4.6,3.2,,1.1,2018,3
2018-03-10,22.5,,12.7,6.9,12.8,3.9,3.8,3.9,,1.7,2018,3
2018-03-07,23.3,,15.0,7.0,12.3,3.2,4.3,2.8,,1.5,2018,3
2018-03-07,23.4,,10.9,6.6,12.1,4.5,4.9,3.6,,1.0,2018,3
2018-03-06,23.4,,13.1,7.2,11.6,4.4,4.7,3.1,,1.4,2018,3
2018-03-01,24.5,,12.9,6.0,10.8,4.5,3.5,3.3,,2.5,2018,3
2018-04-27,23.2,,16.0,6.0,11.9,4.4,4.0,3.0,,1.8,2018,4
2018-04-26,23.8,,15.7,7.3,11.9,4.9,3.6,3.0,,1.7,2018,4
2018-04-19,24.0,,13.5,7.7,11.5,4.0,4.1,1.9,,1.4,2018,4
2018-04-11,25.2,,15.8,7.5,10.7,3.7,3.7,2.5,,1.9,2018,4
2018-04-11,24.1,,16.2,8.7,9.0,3.7,2.8,2.9,,1.0,2018,4
2018-04-10,23.4,,16.2,6.2,10.9,4.5,4.1,3.1,,1.8,2018,4
2018-04-07,23.2,,17.4,7.4,10.6,4.1,3.6,3.0,,0.1,2018,4
2018-05-31,23.6,,13.9,7.2,11.8,4.2,4.1,2.7,,2.3,2018,5
2018-05-31,22.9,,13.5,7.7,11.1,3.8,5.9,3.0,,1.9,2018,5
2018-05-24,23.5,,14.0,8.0,10.6,3.8,3.2,2.9,,2.3,2018,5
2018-05-18,22.8,,15.0,7.1,10.5,5.5,3.8,3.3,,1.2,2018,5
2018-05-12,24.7,,15.4,6.9,10.5,3.9,3.9,3.0,,1.8,2018,5
2018-05-11,25.5,,16.1,7.3,9.5,3.7,3.5,3.2,,1.5,2018,5
2018-05-09,26.0,,15.9,6.5,11.0,3.0,3.8,3.2,,1.6,2018,5
2018-05-08,23.8,,14.7,7.6,10.3,4.7,4.1,2.3,,0.7,2018,5
2018-05-03,24.0,,15.3,6.8,10.9,3.7,3.7,2.9,,2.4,2018,5
2018-06-28,21.5,,13.6,7.5,10.7,4.2,5.1,2.5,,2.2,2018,6
2018-06-28,22.2,,13.5,7.1,11.4,4.7,3.9,2.4,,3.0,2018,6
2018-06-22,25.2,,14.0,7.3,10.2,4.1,3.2,2.1,,1.5,2018,6
2018-06-14,24.0,,13.0,6.5,10.7,3.8,4.1,4.2,,1.8,2018,6
2018-06-09,24.1,,12.5,6.0,11.3,3.0,4.5,3.4,,1.4,2018,6
2018-06-06,22.0,,15.1,7.6,11.0,4.1,3.7,2.9,,2.4,2018,6
2018-06-06,23.4,,13.1,7.5,11.0,3.8,4.1,3.4,,1.7,2018,6
2018-06-05,23.4,,12.4,8.5,11.3,5.3,4.5,3.2,,1.3,2018,6
2018-07-07,23.7,,14.8,7.5,9.7,5.0,3.4,3.7,,2.0,2018,7
2018-08-30,24.4,,12.9,6.9,12.5,3.6,3.0,3.6,,1.4,2018,8
2018-08-23,28.5,,13.0,6.0,11.5,3.3,3.9,3.2,,2.2,2018,8
2018-08-22,25.9,,13.3,6.4,10.7,4.2,3.6,3.4,,1.4,2018,8
2018-08-21,25.9,,14.6,7.7,10.3,3.9,5.2,2.2,,0.5,2018,8
2018-08-16,23.8,,12.7,6.1,11.8,4.0,3.5,3.4,,1.8,2018,8
2018-08-11,27.8,,12.9,5.8,12.3,4.8,5.1,2.4,,0.7,2018,8
2018-08-08,24.4,,10.1,8.0,13.6,5.3,3.6,2.5,,1.1,2018,8
2018-08-08,28.2,,12.6,6.6,11.2,4.2,2.4,4.1,,1.2,2018,8
2018-09-27,26.6,,15.7,6.2,12.0,3.0,3.4,2.3,,1.4,2018,9
2018-09-27,28.7,,14.9,6.1,10.1,3.0,2.3,2.3,,2.3,2018,9
2018-09-26,25.5,,14.1,6.3,10.4,3.9,3.8,3.5,,1.8,2018,9
2018-09-19,28.0,,11.8,6.3,9.1,3.9,3.0,3.8,,1.8,2018,9
2018-09-12,27.7,,13.1,7.1,10.6,2.9,3.4,3.0,,2.3,2018,9
2018-09-08,24.6,,17.6,7.0,11.1,4.0,4.2,2.1,,0.8,2018,9
2018-09-07,26.2,,13.9,6.0,11.2,3.5,3.3,2.8,,2.3,2018,9
2018-09-06,24.9,,10.4,6.5,11.6,3.7,3.5,2.4,,2.6,2018,9
2018-10-31,27.6,,13.8,7.2,9.0,3.0,2.3,2.8,,2.6,2018,10
2018-10-30,27.2,,14.1,6.7,12.1,3.9,3.7,3.2,,1.3,2018,10
2018-10-25,26.0,,10.4,7.7,12.4,4.4,5.1,2.2,,1.4,2018,10
2018-10-24,28.7,,13.6,7.2,10.3,3.6,3.7,2.0,,1.7,2018,10
2018-10-17,28.8,,12.7,6.6,10.5,4.5,2.8,2.4,,2.5,2018,10
2018-10-11,24.4,,14.7,5.7,11.2,4.8,3.8,2.7,,2.5,2018,10
2018-10-10,26.6,,13.0,5.9,12.7,5.0,2.6,3.2,,0.9,2018,10
2018-10-06,28.2,,13.3,6.6,11.2,4.1,2.4,2.2,,2.1,2018,10
2018-10-04,27.7,,14.4,6.7,9.8,4.7,3.9,2.7,,1.6,2018,10
2018-10-02,26.7,,12.7,7.6,10.4,3.8,4.1,2.8,,1.4,2018,10
2018-10-02,26.9,,14.0,7.1,11.2,3.7,3.5,4.2,,1.4,2018,10
2018-11-27,29.7,,13.1,7.0,11.4,3.2,2.8,2.8,,2.0,2018,11
2018-11-24,29.0,,13.2,6.6,12.0,4.3,3.2,2.9,,1.7,2018,11
2018-11-22,31.2,,12.8,6.1,11.7,3.3,3.6,2.5,,2.1,2018,11
2018-11-14,28.3,,10.8,6.0,11.9,3.8,3.7,3.3,,1.1,2018,11
2018-11-08,28.4,,12.8,6.0,10.3,4.2,4.1,2.9,,0.9,2018,11
2018-11-07,29.1,,13.2,5.0,11.7,4.0,3.8,2.2,,0.9,2018,11
2018-11-07,25.0,,13.7,7.5,10.0,4.7,4.5,2.4,,1.0,2018,11
2018-12-20,28.5,,12.8,8.1,10.4,3.8,3.0,3.7,,2.3,2018,12
2018-12-19,26.8,,12.4,6.9,11.2,3.5,3.4,3.4,,0.0,2018,12
2018-12-12,27.1,,14.6,5.8,11.9,3.4,4.4,3.6,,1.1,2018,12
2018-12-08,28.4,,12.0,7.4,11.6,3.8,3.0,2.5,,2.4,2018,12
2018-12-06,30.0,,12.0,5.5,12.2,3.5,4.3,2.4,,1.1,2018,12
2018-12-05,26.0,,13.5,8.8,10.5,4.1,3.4,2.4,,1.7,2018,12
2018-12-03,27.4,,13.9,6.3,11.9,3.0,3.6,2.8,,0.8,2018,12
2019-01-30,29.1,,13.5,7.3,11.2,3.5,2.7,3.7,,0.0,2019,1
2019-01-24,29.8,,13.0,8.0,10.9,2.7,2.2,3.2,,0.0,2019,1
2019-01-23,26.3,,13.2,6.9,13.4,3.5,4.3,3.8,,1.8,2019,1
2019-01-16,28.5,,10.8,7.9,12.6,3.7,2.4,3.2,,2.5,2019,1
2019-01-12,27.7,,12.0,7.4,12.5,3.8,3.3,2.8,,1.9,2019,1
2019-01-11,29.7,,11.5,6.7,10.5,3.8,4.4,2.8,,1.5,2019,1
2019-01-11,27.9,,12.0,7.2,12.2,3.0,3.6,2.8,,2.0,2019,1
2019-01-08,27.3,,12.2,7.4,12.1,3.7,3.1,2.4,,1.6,2019,1
2019-02-27,26.9,,12.5,6.6,16.0,3.2,1.8,3.0,,1.5,2019,2
2019-02-22,26.9,,10.0,7.0,13.0,2.5,2.3,3.8,,2.8,2019,2
2019-02-21,27.4,,10.8,8.0,15.6,3.4,2.3,3.9,,2.4,2019,2
2019-02-13,28.2,,11.8,8.0,13.9,3.2,2.3,2.3,,0.6,2019,2
2019-02-09,29.3,,10.9,7.2,12.7,4.1,3.3,3.3,,2.2,2019,2
2019-02-06,29.2,,12.0,7.8,11.8,3.4,2.6,3.2,,2.2,2019,2
2019-02-06,29.7,,10.5,7.8,12.2,3.8,3.9,3.8,,1.8,2019,2
2019-02-05,26.5,,11.7,8.8,10.4,4.1,2.5,3.6,,2.5,2019,2
2019-03-27,26.6,,12.1,6.8,14.3,2.4,1.8,4.3,,2.2,2019,3
2019-03-21,27.7,,10.6,7.3,14.5,3.0,2.3,3.2,,1.4,2019,3
2019-03-21,28.8,,11.7,7.0,14.4,2.5,2.0,3.6,,3.1,2019,3
2019-03-13,25.1,,10.6,7.1,12.7,4.8,2.0,6.0,,0.8,2019,3
2019-03-09,27.0,,10.7,8.1,14.0,3.3,2.3,3.7,,1.8,2019,3
2019-03-08,27.4,,10.2,8.0,12.8,3.7,2.2,3.6,,2.7,2019,3
2019-03-05,24.3,,12.6,7.6,14.6,3.8,2.8,3.3,,1.7,2019,3
2019-03-05,26.5,,12.1,8.0,12.4,4.0,1.9,4.4,,1.5,2019,3
2019-04-27,28.1,,10.1,6.8,14.4,3.9,2.2,3.0,,3.2,2019,4
2019-04-16,27.5,,10.0,7.0,15.4,3.4,2.4,4.1,,2.4,2019,4
2019-04-10,27.5,,10.6,8.2,16.7,2.6,2.3,3.7,,2.5,2019,4
2019-04-06,26.1,,11.2,8.4,15.2,3.8,3.0,3.0,,2.5,2019,4
2019-04-06,25.6,,10.1,7.6,15.6,3.0,4.3,3.9,,2.8,2019,4
2019-04-05,24.3,,10.4,7.5,16.9,3.7,3.4,5.0,,2.2,2019,4
2019-04-03,24.0,,11.9,7.0,16.9,4.2,2.9,4.7,,2.4,2019,4
2019-05-31,26.9,,12.1,6.3,15.2,2.3,2.0,4.6,,4.8,2019,5
2019-05-30,23.7,,12.5,6.5,13.3,3.7,3.4,4.3,,5.0,2019,5
2019-05-22,23.1,,11.9,6.1,15.8,3.6,2.3,5.1,,2.9,2019,5
2019-05-15,27.2,,13.1,8.3,14.1,2.7,2.1,4.0,,2.4,2019,5
2019-05-11,25.1,,11.9,7.4,14.4,3.2,3.0,3.0,,2.8,2019,5
2019-05-10,26.0,,11.6,7.2,14.7,3.9,4.1,3.9,,2.3,2019,5
2019-05-07,26.5,,12.6,6.2,15.0,3.5,3.7,3.9,,3.3,2019,5
2019-05-03,28.2,,13.0,8.4,12.5,4.1,1.9,4.4,,2.0,2019,5
2019-05-02,27.6,,11.2,7.5,15.7,3.3,2.3,4.8,,2.3,2019,5
2019-06-28,27.8,,10.7,6.9,14.4,2.3,2.3,3.9,,6.0,2019,6
2019-06-26,26.0,,9.0,7.0,14.3,4.2,2.5,5.7,,2.9,2019,6
2019-06-19,25.2,,10.5,6.8,15.2,2.7,2.5,5.8,,4.1,2019,6
2019-06-18,24.4,,8.9,7.6,13.1,3.1,4.1,4.4,,5.6,2019,6
2019-06-17,26.0,,10.7,6.8,13.3,3.6,3.5,4.9,,2.3,2019,6
2019-06-12,23.0,,11.4,6.4,16.9,2.6,2.8,6.5,,4.2,2019,6
2019-06-08,25.2,,10.2,6.0,15.8,3.2,1.5,5.7,,2.4,2019,6
2019-06-05,24.4,,11.4,6.8,14.9,3.5,2.7,6.3,,4.0,2019,6
2019-07-08,25.5,,7.5,7.8,13.3,3.4,5.0,4.9,,4.9,2019,7
2019-07-06,24.4,,8.8,7.6,15.1,4.3,2.9,5.5,,6.0,2019,7
2019-08-28,22.2,,11.7,6.3,16.0,4.4,3.1,5.7,,2.8,2019,8
2019-08-22,23.4,,11.1,7.9,16.1,2.7,3.0,6.7,,3.8,2019,8
2019-08-21,27.3,,8.9,6.5,14.4,3.5,3.7,5.4,,4.5,2019,8
2019-08-16,24.0,,10.6,6.3,15.4,4.5,2.5,7.0,,3.1,2019,8
2019-08-15,23.5,,9.1,8.4,15.3,3.8,2.0,6.4,,3.5,2019,8
2019-08-14,24.6,,10.9,5.9,14.2,3.2,2.7,5.3,,4.1,2019,8
2019-08-10,24.4,,9.0,7.5,15.9,3.9,2.8,3.7,,3.7,2019,8
2019-08-07,22.2,,10.1,8.8,14.6,3.2,3.1,7.0,,3.8,2019,8
2019-09-26,22.0,,11.7,8.4,17.4,3.4,2.6,6.4,,2.8,2019,9
2019-09-25,20.8,,11.2,9.1,15.8,3.7,2.9,8.6,,2.4,2019,9
2019-09-18,22.6,,12.4,6.9,16.8,3.4,3.0,6.1,,3.6,2019,9
2019-09-07,23.8,,11.0,7.4,17.1,3.3,2.4,6.5,,3.1,2019,9
2019-09-06,24.2,,10.9,7.8,14.7,3.9,3.5,7.4,,2.6,2019,9
2019-09-04,24.8,,11.6,6.1,16.1,3.9,3.4,5.4,,4.1,2019,9
2019-10-30,23.7,,8.4,7.4,17.5,3.9,3.3,6.1,,2.0,2019,10
2019-10-25,22.6,,10.3,6.4,17.6,2.7,3.6,7.0,,2.5,2019,10
2019-10-24,21.6,,11.7,7.7,18.1,3.6,3.3,6.2,,2.8,2019,10
2019-10-17,24.9,,9.0,6.4,17.6,3.6,4.1,7.7,,2.7,2019,10
2019-10-09,23.3,,9.0,8.9,15.6,3.9,2.6,7.2,,3.2,2019,10
2019-10-09,22.2,,9.0,8.2,18.7,3.4,3.7,5.5,,1.9,2019,10
2019-10-05,23.5,,10.5,7.0,17.2,3.3,3.8,6.0,,3.3,2019,10
2019-10-01,26.3,,11.9,6.7,14.8,4.2,3.0,6.9,,2.3,2019,10
2019-10-01,24.1,,8.6,6.6,18.6,3.7,3.4,7.8,,4.0,2019,10
2019-11-26,22.9,,12.5,6.5,18.1,2.8,3.5,6.4,,3.2,2019,11
2019-11-21,22.0,,9.7,8.3,19.2,3.5,2.6,5.3,,3.5,2019,11
2019-11-20,22.9,,9.0,8.1,20.0,2.9,2.0,6.9,,3.1,2019,11
2019-11-13,21.7,,8.9,8.4,20.9,3.8,3.0,6.5,,1.8,2019,11
2019-11-09,22.3,,8.4,7.1,19.2,3.4,4.3,6.1,,2.1,2019,11
2019-11-06,22.6,,9.2,7.7,20.0,3.1,3.9,6.3,,2.6,2019,11
2019-11-06,23.0,,11.4,6.5,16.5,3.9,3.2,5.9,,2.3,2019,11
2019-11-04,22.6,,9.2,5.6,19.5,2.9,3.4,6.9,,2.2,2019,11
2019-12-19,23.4,,11.3,8.5,15.8,3.0,2.8,5.0,,2.2,2019,12
2019-12-18,25.5,,11.8,7.1,18.5,2.6,2.9,4.6,,1.6,2019,12
2019-12-11,24.2,,11.1,8.3,15.6,3.5,2.4,6.9,,1.8,2019,12
2019-12-11,22.9,,10.7,7.5,20.2,2.6,1.9,5.9,,2.0,2019,12
2019-12-07,21.3,,10.1,7.7,19.2,4.0,3.9,5.0,,2.3,2019,12
2019-12-04,23.0,,10.3,6.2,17.4,3.9,3.5,5.9,,2.5,2019,12
2019-12-02,21.9,,9.8,7.9,17.6,4.1,4.4,6.1,,4.2,2019,12
2020-01-29,26.8,,14.7,7.6,12.8,4.0,3.0,4.9,,1.5,2020,1
