Dato,Ap,Høyre,Frp,SV,Sp,KrF,Venstre,MDG,Rødt,Andre,Year,Month
2013-11-23,34.5,,14.3,3.5,4.3,6.2,4.8,3.0,,1.1,2013,11
2013-11-15,35.1,,15.1,3.8,5.3,4.6,4.5,2.8,,1.5,2013,11
2013-11-14,31.6,,14.3,3.2,5.6,6.0,6.1,3.3,,0.6,2013,11
2013-11-11,30.8,,15.3,4.5,4.8,5.1,4.8,2.8,,1.3,2013,11
2013-11-07,31.4,,15.3,4.3,5.3,5.0,5.0,3.8,,1.9,2013,11
2013-11-04,31.0,,12.4,5.3,4.9,6.2,5.8,3.8,,1.2,2013,11
2013-11-01,32.9,,15.1,4.0,4.9,4.9,5.5,3.9,,0.7,2013,11
2013-12-28,34.9,,14.7,3.4,4.3,5.7,4.5,3.2,,1.4,2013,12
2013-12-26,35.3,,14.3,4.0,4.8,5.1,4.6,3.4,,1.3,2013,12
2013-12-23,34.0,,13.9,3.9,4.9,4.4,5.6,3.0,,1.3,2013,12
2013-12-21,32.1,,13.2,4.6,5.0,4.6,5.1,2.7,,1.3,2013,12
2013-12-14,33.2,,14.5,3.6,4.6,5.2,5.4,2.3,,1.0,2013,12
2013-12-12,32.7,,14.8,3.5,4.9,5.8,5.4,3.1,,1.1,2013,12
2013-12-09,32.8,,14.1,3.7,4.8,5.4,5.2,3.3,,1.5,2013,12
2013-12-09,32.7,,14.6,4.0,4.5,5.3,4.7,2.4,,1.8,2013,12
2013-12-03,33.4,,14.9,4.1,4.7,6.1,4.7,3.1,,1.4,2013,12
2013-12-02,31.5,,12.9,4.5,5.0,6.4,6.9,2.6,,1.2,2013,12
2014-01-31,32.4,,14.1,4.0,4.6,5.3,5.2,3.3,,1.3,2014,1
2014-01-31,35.3,,15.5,3.1,4.3,4.7,3.8,3.0,,1.0,2014,1
2014-01-26,34.6,,14.2,3.5,4.9,5.2,4.5,2.4,,0.9,2014,1
2014-01-23,33.8,,13.4,4.0,4.5,4.8,5.5,3.9,,0.4,2014,1
2014-01-17,32.7,,11.7,4.2,4.3,6.3,5.2,3.1,,1.3,2014,1
2014-01-17,33.7,,12.6,3.7,4.3,5.2,4.6,2.7,,1.0,2014,1
2014-01-13,32.4,,12.6,4.8,5.1,5.5,4.2,3.2,,2.3,2014,1
2014-01-11,32.9,,14.7,4.1,3.9,5.5,4.9,3.3,,1.0,2014,1
2014-02-28,33.7,,12.8,4.0,5.1,5.1,4.3,2.2,,1.8,2014,2
2014-02-20,34.8,,15.0,3.2,4.3,4.9,5.1,2.9,,1.2,2014,2
2014-02-19,33.1,,13.0,3.9,4.9,5.9,4.3,3.8,,0.9,2014,2
2014-02-14,34.7,,14.3,4.8,4.6,5.0,5.1,2.5,,1.1,2014,2
2014-02-10,34.3,,14.5,3.1,4.0,5.2,4.6,3.1,,1.2,2014,2
2014-02-06,32.1,,11.7,3.9,5.9,5.1,5.1,4.0,,0.5,2014,2
2014-02-03,34.1,,11.9,4.2,5.2,5.6,4.9,2.8,,0.9,2014,2
2014-03-30,33.7,,12.8,5.0,4.9,4.6,5.5,3.1,,1.3,2014,3
2014-03-28,35.3,,15.1,3.9,5.1,5.1,4.3,2.6,,1.4,2014,3
2014-03-20,35.7,,14.9,3.9,4.7,4.7,5.0,2.5,,1.0,2014,3
2014-03-15,34.7,,13.9,3.6,4.4,5.1,6.1,2.8,,0.3,2014,3
2014-03-13,35.2,,14.6,2.8,4.7,5.0,4.7,3.6,,1.7,2014,3
2014-03-10,33.4,,15.5,3.5,5.2,5.9,4.6,3.4,,0.6,2014,3
2014-03-06,34.3,,13.9,3.7,5.0,4.6,4.2,3.9,,1.2,2014,3
2014-03-04,33.6,,15.5,3.6,4.9,4.8,5.0,3.3,,1.6,2014,3
2014-03-03,35.2,,11.6,4.3,4.9,4.7,6.2,3.2,,0.8,2014,3
2014-03-02,34.4,,15.0,3.3,4.7,5.3,5.2,3.0,,0.6,2014,3
2014-04-30,34.2,,15.8,4.0,4.6,5.0,4.7,3.7,,1.3,2014,4
2014-04-28,32.8,,13.2,4.8,4.6,5.6,6.3,0.0,,2.9,2014,4
2014-04-23,34.5,,13.8,3.1,4.7,5.2,5.3,4.0,,0.8,2014,4
2014-04-11,34.0,,13.6,2.9,4.3,5.4,5.3,2.4,,0.9,2014,4
2014-04-11,35.4,,15.7,3.4,3.9,5.1,5.0,3.7,,0.5,2014,4
2014-04-05,34.5,,13.9,3.7,4.9,4.9,4.7,3.5,,1.2,2014,4
2014-04-03,35.7,,13.9,3.4,4.5,5.8,4.7,3.1,,1.6,2014,4
2014-04-03,33.5,,14.9,3.6,4.9,5.4,5.3,2.9,,2.1,2014,4
2014-04-02,33.0,,11.3,4.5,4.5,5.9,6.1,3.5,,0.6,2014,4
2014-05-31,33.7,,14.3,4.5,5.0,5.7,4.7,3.8,,1.3,2014,5
2014-05-31,34.9,,13.1,3.3,5.3,5.4,5.9,2.3,,2.1,2014,5
2014-05-24,36.0,,14.5,3.7,5.1,4.9,4.6,2.8,,0.9,2014,5
2014-05-22,32.7,,15.1,3.9,4.8,5.7,5.4,3.3,,0.4,2014,5
2014-05-16,35.9,,14.3,3.8,4.6,4.8,4.7,4.1,,0.4,2014,5
2014-05-10,33.9,,13.3,4.0,4.9,4.9,5.4,3.2,,1.6,2014,5
2014-05-09,33.2,,12.8,4.3,5.7,5.7,4.8,3.5,,1.6,2014,5
2014-05-08,34.4,,13.7,4.4,5.7,5.4,5.0,3.1,,0.1,2014,5
2014-05-05,32.2,,12.5,4.5,4.9,4.8,5.3,4.2,,2.1,2014,5
2014-05-02,31.7,,13.2,3.7,5.1,5.4,5.9,3.7,,1.7,2014,5
2014-06-26,34.5,,15.5,3.1,4.8,5.4,4.0,3.5,,2.5,2014,6
2014-06-21,35.5,,12.1,3.1,5.5,4.2,4.7,4.1,,0.9,2014,6
2014-06-19,36.1,,14.2,3.4,5.3,5.5,4.8,3.6,,0.4,2014,6
2014-06-12,35.4,,14.5,3.7,4.9,5.8,3.8,4.3,,0.6,2014,6
2014-06-07,33.6,,14.4,4.3,5.1,5.4,4.7,3.3,,1.6,2014,6
2014-06-07,35.8,,14.1,2.5,4.4,5.0,4.7,4.0,,1.4,2014,6
2014-06-07,34.5,,13.5,3.0,6.1,5.7,5.5,3.1,,1.6,2014,6
2014-06-02,34.4,,11.7,4.5,6.1,4.6,6.5,3.1,,1.3,2014,6
2014-07-07,36.8,,12.8,2.7,5.1,5.1,5.2,3.7,,1.2,2014,7
2014-07-03,34.4,,14.1,2.9,5.9,4.2,5.5,3.8,,1.1,2014,7
2014-07-01,37.6,,10.0,3.4,5.0,4.6,5.2,3.3,,1.4,2014,7
2014-08-31,33.8,,15.1,4.2,4.8,5.1,4.2,3.7,,1.6,2014,8
2014-08-29,33.6,,13.8,3.5,6.3,4.2,4.5,3.4,,1.3,2014,8
2014-08-23,32.8,,11.0,3.8,4.5,4.5,5.4,4.2,,1.5,2014,8
2014-08-22,34.8,,14.7,4.6,5.0,5.5,4.5,3.3,,1.1,2014,8
2014-08-21,36.6,,13.4,2.5,5.1,4.7,4.7,4.2,,1.8,2014,8
2014-08-14,34.3,,15.3,4.4,4.9,5.5,4.5,3.1,,0.4,2014,8
2014-08-12,33.7,,12.6,4.0,4.9,6.2,5.0,4.1,,0.8,2014,8
2014-08-11,36.0,,15.0,3.9,5.7,4.9,4.5,3.5,,0.7,2014,8
2014-09-27,34.1,,13.7,4.2,5.6,5.5,4.5,3.8,,1.3,2014,9
2014-09-27,34.0,,13.0,4.0,4.7,4.9,4.4,2.6,,1.8,2014,9
2014-09-19,34.2,,15.8,3.6,5.4,5.0,4.4,3.2,,0.8,2014,9
2014-09-17,34.8,,14.3,3.4,3.8,5.0,5.0,4.1,,0.8,2014,9
2014-09-09,37.6,,13.3,3.2,4.6,5.9,4.7,3.3,,0.8,2014,9
2014-09-06,36.2,,15.3,3.6,5.3,4.8,4.4,3.2,,1.0,2014,9
2014-09-03,35.3,,15.1,2.4,4.9,4.8,4.8,3.9,,0.5,2014,9
2014-09-01,34.1,,12.3,4.3,5.3,4.9,6.0,4.1,,1.1,2014,9
2014-10-31,39.2,,14.1,4.5,4.7,5.0,4.8,3.3,,1.5,2014,10
2014-10-30,37.6,,13.2,3.7,5.2,4.9,4.7,3.9,,0.9,2014,10
2014-10-27,37.4,,12.2,3.3,5.6,4.5,5.4,3.8,,0.6,2014,10
2014-10-25,39.8,,12.2,3.1,5.1,4.5,3.6,3.3,,2.1,2014,10
2014-10-16,38.4,,12.8,3.4,5.0,5.0,4.4,3.7,,1.4,2014,10
2014-10-16,39.0,,13.8,2.7,4.6,4.4,4.5,3.0,,1.4,2014,10
2014-10-13,35.1,,13.3,3.2,6.5,5.6,4.4,3.5,,1.0,2014,10
2014-10-08,34.0,,14.3,3.9,5.3,4.9,4.6,4.0,,0.8,2014,10
2014-10-06,36.5,,13.8,4.7,4.2,3.7,5.2,4.5,,0.6,2014,10
2014-10-02,36.3,,14.9,3.2,5.3,4.5,3.9,3.4,,0.9,2014,10
2014-11-28,41.0,,11.3,4.0,5.4,6.3,3.7,4.1,,1.1,2014,11
2014-11-28,40.6,,12.9,3.9,5.5,6.4,4.7,3.8,,1.3,2014,11
2014-11-21,41.2,,10.7,3.5,6.1,4.6,3.8,3.9,,0.9,2014,11
2014-11-21,41.4,,13.0,3.8,5.1,4.9,4.4,2.9,,0.9,2014,11
2014-11-13,42.2,,11.4,3.8,5.2,5.9,3.9,3.5,,0.9,2014,11
2014-11-13,36.2,,11.9,3.5,5.4,7.2,7.0,3.6,,0.8,2014,11
2014-11-08,38.3,,11.3,4.1,4.8,6.6,6.0,2.9,,1.2,2014,11
2014-11-04,40.9,,11.3,3.8,4.9,5.7,4.3,3.5,,0.5,2014,11
2014-11-03,39.8,,9.5,4.4,5.4,5.4,4.9,3.6,,1.4,2014,11
2014-12-29,41.6,,12.4,3.0,4.1,5.6,4.6,4.8,,0.4,2014,12
2014-12-20,42.3,,11.4,4.3,5.7,5.2,5.3,2.6,,0.6,2014,12
2014-12-20,39.8,,12.0,3.9,5.4,5.9,4.8,3.0,,0.9,2014,12
2014-12-11,42.0,,10.1,3.5,6.0,6.1,5.1,3.4,,0.2,2014,12
2014-12-10,41.8,,10.2,3.5,5.6,5.6,5.0,4.2,,0.6,2014,12
2014-12-06,40.5,,11.6,3.8,5.4,5.4,4.9,2.1,,1.8,2014,12
2014-12-04,42.8,,12.6,3.3,5.4,5.0,3.3,3.7,,1.2,2014,12
2014-12-01,40.7,,10.0,4.7,4.1,4.1,4.8,4.4,,1.2,2014,12
2015-01-30,42.7,,10.2,3.3,4.8,5.2,4.6,2.7,,2.5,2015,1
2015-01-23,42.4,,11.2,3.9,5.0,5.6,4.2,3.2,,0.9,2015,1
2015-01-21,40.6,,11.9,3.5,5.3,5.6,4.7,3.5,,0.7,2015,1
2015-01-19,41.2,,11.3,4.6,4.6,5.3,4.8,3.7,,0.6,2015,1
2015-01-14,40.4,,12.3,3.3,5.0,5.4,4.4,3.9,,1.2,2015,1
2015-01-12,42.8,,10.5,3.2,7.0,4.7,5.7,3.2,,0.8,2015,1
2015-01-10,40.1,,11.9,4.4,6.1,5.2,3.8,3.3,,1.2,2015,1
2015-02-28,41.8,,11.7,3.8,4.8,6.0,4.4,4.2,,1.2,2015,2
2015-02-25,43.4,,9.2,4.3,5.8,5.4,4.6,3.6,,1.5,2015,2
2015-02-19,42.8,,10.0,4.0,6.4,4.9,4.5,3.1,,0.6,2015,2
2015-02-16,41.1,,9.9,4.1,5.9,5.8,5.2,3.3,,1.1,2015,2
2015-02-11,39.7,,13.5,3.6,6.5,4.7,4.1,3.9,,0.8,2015,2
2015-02-07,41.3,,12.4,3.8,5.1,4.5,4.9,2.9,,2.1,2015,2
2015-02-05,42.4,,12.1,3.6,5.1,5.1,5.0,4.6,,0.4,2015,2
2015-02-02,42.3,,10.6,4.1,6.0,5.8,4.9,3.5,,1.0,2015,2
2015-03-30,41.1,,9.9,3.7,7.3,4.6,4.1,3.0,,0.6,2015,3
2015-03-26,42.5,,9.1,3.3,6.3,6.6,3.7,3.1,,0.7,2015,3
2015-03-18,43.4,,9.8,2.6,4.1,5.9,3.4,4.4,,1.2,2015,3
2015-03-12,40.5,,12.2,3.8,6.6,4.5,4.2,3.6,,1.9,2015,3
2015-03-12,42.1,,9.5,3.0,6.1,6.3,6.3,2.7,,1.5,2015,3
2015-03-07,41.6,,11.5,3.8,4.9,4.4,5.2,2.6,,0.0,2015,3
2015-03-05,41.6,,10.0,4.1,5.8,6.4,5.1,3.1,,1.8,2015,3
2015-03-02,41.3,,11.3,3.7,5.5,5.6,4.2,3.7,,0.4,2015,3
2015-03-02,38.8,,10.7,4.8,5.8,5.0,4.3,3.0,,0.7,2015,3
2015-04-25,38.8,,13.0,4.0,5.1,5.4,5.0,3.6,,1.0,2015,4
2015-04-22,40.4,,11.3,3.1,6.1,7.1,4.6,4.4,,0.6,2015,4
2015-04-16,37.3,,10.9,3.1,5.8,5.2,5.0,4.4,,0.7,2015,4
2015-04-15,41.5,,11.8,3.8,5.7,4.8,3.7,3.8,,1.8,2015,4
2015-04-13,39.6,,8.6,5.1,4.7,5.4,6.5,4.1,,0.0,2015,4
2015-04-11,37.3,,11.7,3.8,5.6,5.3,6.0,3.3,,1.5,2015,4
2015-04-01,41.7,,10.0,2.6,5.9,6.5,3.8,4.3,,1.2,2015,4
2015-05-26,38.6,,12.8,3.2,6.2,4.9,3.6,4.9,,0.9,2015,5
2015-05-26,37.5,,12.1,3.8,6.4,5.8,3.9,5.5,,2.6,2015,5
2015-05-14,38.6,,12.2,3.1,6.0,4.7,3.6,5.0,,0.6,2015,5
2015-05-09,37.6,,12.5,3.1,5.3,5.6,5.2,3.6,,2.5,2015,5
2015-05-07,36.8,,13.3,3.8,5.2,5.3,5.6,3.7,,0.8,2015,5
2015-05-06,42.5,,10.6,3.3,5.4,4.6,4.5,4.0,,1.1,2015,5
2015-05-04,35.0,,11.1,4.7,6.5,5.2,5.1,3.3,,1.0,2015,5
2015-05-01,37.4,,11.3,3.7,5.0,5.6,4.9,3.0,,1.8,2015,5
2015-06-27,38.1,,16.4,2.8,5.7,5.3,3.9,3.9,,0.3,2015,6
2015-06-22,36.8,,14.3,4.0,5.9,5.6,4.0,4.5,,1.4,2015,6
2015-06-17,41.1,,9.6,3.3,5.2,5.6,3.8,6.5,,1.3,2015,6
2015-06-12,41.0,,12.1,3.5,5.1,5.2,4.5,4.3,,1.3,2015,6
2015-06-11,35.9,,12.9,3.6,5.7,5.3,5.3,4.8,,0.6,2015,6
2015-06-06,39.5,,10.9,3.4,6.5,5.4,4.7,4.0,,0.0,2015,6
2015-06-05,37.9,,11.7,4.2,5.7,5.1,5.3,4.1,,1.1,2015,6
2015-06-04,40.0,,11.7,2.1,5.7,5.6,4.7,4.0,,3.0,2015,6
2015-06-02,40.3,,11.3,4.3,5.5,5.3,4.0,3.9,,1.8,2015,6
2015-07-11,38.1,,13.3,3.9,4.3,5.7,4.5,3.9,,2.0,2015,7
2015-07-10,38.8,,11.0,4.1,4.6,4.6,5.7,5.0,,1.7,2015,7
2015-07-02,35.8,,14.2,4.9,6.4,5.1,3.5,3.9,,1.6,2015,7
2015-08-28,33.1,,12.8,3.9,6.2,5.0,5.2,5.0,,2.8,2015,8
2015-08-27,34.2,,14.3,4.6,6.3,6.1,3.8,6.0,,2.3,2015,8
2015-08-27,36.3,,11.6,4.8,5.9,3.1,5.4,5.0,,1.4,2015,8
2015-08-23,38.3,,13.0,4.8,4.2,4.6,5.2,4.0,,0.5,2015,8
2015-08-19,37.6,,12.8,3.5,6.2,5.2,4.8,4.7,,2.2,2015,8
2015-08-12,37.4,,12.4,3.6,6.1,4.7,3.6,4.4,,1.4,2015,8
2015-08-10,37.4,,11.7,3.4,5.5,5.0,4.6,4.9,,1.4,2015,8
2015-08-08,36.4,,12.7,3.2,5.6,5.4,3.4,3.9,,1.8,2015,8
2015-09-29,34.6,,11.3,3.9,7.2,6.2,5.5,4.5,,1.6,2015,9
2015-09-28,37.9,,11.3,3.8,6.6,5.7,4.9,3.5,,0.6,2015,9
2015-09-26,36.7,,12.5,4.0,5.5,5.6,5.0,5.9,,1.9,2015,9
2015-09-22,34.6,,13.3,4.7,6.5,5.2,5.7,4.1,,1.1,2015,9
2015-09-05,35.6,,12.6,3.1,5.6,5.9,4.1,5.4,,0.0,2015,9
2015-09-03,34.4,,12.4,5.2,6.4,5.3,6.2,5.1,,1.4,2015,9
2015-10-28,32.4,,15.0,5.4,6.8,5.0,4.9,3.4,,0.6,2015,10
2015-10-23,35.5,,10.2,5.9,7.7,5.4,4.8,3.0,,1.0,2015,10
2015-10-23,37.6,,12.3,3.3,7.2,5.0,5.6,4.5,,1.0,2015,10
2015-10-16,34.5,,13.2,4.3,6.3,5.3,4.9,4.0,,1.1,2015,10
2015-10-14,40.2,,12.8,3.4,5.8,5.6,5.2,4.2,,1.3,2015,10
2015-10-10,38.1,,11.9,4.1,5.5,5.2,6.0,4.9,,0.0,2015,10
2015-10-08,36.2,,11.0,3.0,6.4,6.9,5.6,4.8,,1.5,2015,10
2015-10-05,37.9,,9.5,5.0,5.8,5.9,5.1,4.0,,1.6,2015,10
2015-10-01,34.8,,12.4,3.5,8.0,5.6,5.0,5.1,,2.0,2015,10
2015-11-26,35.8,,18.1,4.0,6.5,4.6,3.5,3.2,,1.6,2015,11
2015-11-21,34.9,,18.2,3.0,7.0,5.2,3.6,4.7,,1.4,2015,11
2015-11-20,35.3,,16.1,4.4,7.2,5.3,4.2,3.4,,1.7,2015,11
2015-11-19,36.1,,17.5,3.8,6.2,4.4,4.5,4.3,,0.0,2015,11
2015-11-12,32.3,,18.7,4.3,5.1,4.7,5.3,4.1,,0.8,2015,11
2015-11-11,33.1,,15.3,3.6,6.7,4.2,4.2,4.5,,2.2,2015,11
2015-11-07,35.2,,16.6,4.2,4.3,4.9,5.2,5.1,,1.3,2015,11
2015-11-04,35.5,,13.3,3.9,6.0,5.5,4.2,3.9,,1.9,2015,11
2015-11-02,37.9,,12.5,3.8,6.3,5.3,3.7,3.4,,1.3,2015,11
2015-12-29,33.4,,19.2,3.5,4.5,6.0,3.2,3.0,,1.7,2015,12
2015-12-18,34.0,,16.9,3.6,7.6,4.5,4.0,5.4,,1.0,2015,12
2015-12-16,35.6,,16.6,3.6,7.1,4.3,4.0,4.4,,1.6,2015,12
2015-12-10,31.3,,17.6,3.9,5.3,5.0,5.2,4.6,,1.8,2015,12
2015-12-09,35.4,,18.3,3.3,6.0,4.4,3.3,3.8,,1.9,2015,12
2015-12-07,33.5,,18.2,3.5,4.7,5.1,4.5,5.3,,0.0,2015,12
2015-12-02,34.6,,17.3,4.3,5.8,5.4,3.4,4.0,,1.0,2015,12
2015-12-01,34.2,,15.6,3.9,6.6,5.2,5.2,3.9,,1.2,2015,12
2016-01-28,32.5,,17.2,3.8,6.4,4.3,3.4,4.4,,2.3,2016,1
2016-01-21,37.1,,15.6,3.3,6.1,4.7,4.9,2.6,,0.0,2016,1
2016-01-20,32.2,,17.5,4.1,5.4,4.2,4.1,4.3,,0.4,2016,1
2016-01-15,30.8,,17.8,4.5,5.7,5.1,4.7,4.2,,1.8,2016,1
2016-01-13,29.7,,16.3,4.3,6.5,5.6,5.0,4.3,,1.6,2016,1
2016-01-11,33.5,,15.7,3.9,5.3,5.4,5.2,3.5,,1.0,2016,1
2016-01-09,33.4,,14.8,4.4,6.2,4.5,4.1,4.5,,2.3,2016,1
2016-02-29,34.0,,16.7,4.1,7.4,4.7,3.7,4.3,,1.9,2016,2
2016-02-26,33.2,,17.0,4.9,5.1,5.1,4.8,2.6,,2.1,2016,2
2016-02-18,33.8,,18.2,4.2,5.9,3.8,4.5,4.9,,0.7,2016,2
2016-02-17,32.0,,17.4,4.8,5.1,6.2,4.2,2.7,,1.1,2016,2
2016-02-11,32.5,,18.1,3.9,4.9,4.5,4.8,4.0,,0.7,2016,2
2016-02-11,32.4,,18.0,3.0,5.8,5.5,4.2,4.4,,0.4,2016,2
2016-02-06,31.9,,16.9,4.2,4.9,4.9,4.2,3.2,,0.9,2016,2
2016-02-04,33.5,,14.6,4.6,4.9,5.5,3.6,3.7,,1.4,2016,2
2016-02-01,33.4,,14.2,3.1,5.8,6.3,4.9,3.8,,1.2,2016,2
2016-02-01,33.4,,15.4,4.9,7.4,5.1,3.2,3.9,,1.5,2016,2
2016-03-30,32.3,,17.6,3.4,5.8,5.6,4.7,3.8,,1.1,2016,3
2016-03-17,32.5,,14.6,3.0,7.1,4.9,4.9,3.2,,0.5,2016,3
2016-03-16,33.1,,16.4,3.6,5.4,3.9,4.5,3.7,,1.3,2016,3
2016-03-11,34.1,,16.2,3.6,5.8,5.1,4.6,3.0,,1.7,2016,3
2016-03-10,31.6,,18.6,4.0,6.6,4.8,4.4,2.9,,1.6,2016,3
2016-03-05,31.4,,16.9,3.7,6.4,4.6,5.1,3.1,,1.3,2016,3
2016-03-03,31.2,,17.1,5.7,6.3,4.9,3.6,3.0,,0.0,2016,3
2016-03-01,33.6,,15.8,4.0,6.1,4.7,4.4,3.2,,1.5,2016,3
2016-04-29,33.4,,14.7,4.4,6.9,6.1,5.2,2.3,,1.8,2016,4
2016-04-22,32.8,,15.8,5.9,5.9,6.2,4.7,3.2,,0.4,2016,4
2016-04-20,32.7,,16.2,4.6,6.4,5.5,3.3,2.4,,1.9,2016,4
2016-04-15,33.7,,16.7,4.3,5.2,5.5,5.1,3.9,,1.8,2016,4
2016-04-13,32.5,,17.1,3.5,6.0,5.2,4.6,3.2,,1.5,2016,4
2016-04-09,35.3,,16.0,2.6,5.4,5.1,5.6,3.4,,0.0,2016,4
2016-04-08,34.6,,18.8,3.3,5.6,4.8,4.2,3.6,,1.7,2016,4
2016-04-08,33.6,,15.5,4.9,7.2,5.5,3.9,3.5,,1.6,2016,4
2016-04-05,35.8,,16.5,4.4,6.2,3.9,3.5,3.0,,0.8,2016,4
2016-05-28,34.0,,14.2,4.6,8.4,5.3,3.6,3.2,,2.4,2016,5
2016-05-27,33.8,,17.6,4.1,7.5,4.4,3.7,3.6,,0.0,2016,5
2016-05-27,34.8,,12.6,4.5,6.5,5.5,5.1,3.7,,1.8,2016,5
2016-05-18,31.3,,14.5,3.4,6.2,6.4,3.9,4.2,,2.2,2016,5
2016-05-13,33.5,,15.3,3.9,5.5,5.8,4.9,3.3,,0.9,2016,5
2016-05-10,32.1,,15.1,5.1,6.5,5.3,5.3,2.5,,1.3,2016,5
2016-05-07,36.0,,17.4,3.7,6.1,5.0,4.9,2.2,,0.0,2016,5
2016-05-06,30.8,,17.3,4.5,6.5,5.2,4.7,2.1,,0.8,2016,5
2016-05-02,35.9,,15.6,2.6,6.3,4.6,3.8,3.0,,1.4,2016,5
2016-06-30,35.3,,15.6,4.6,6.8,4.4,3.5,4.2,,1.3,2016,6
2016-06-28,32.3,,17.5,3.3,5.9,6.1,4.3,4.5,,1.5,2016,6
2016-06-26,30.7,,16.2,3.7,6.7,5.0,4.3,3.5,,2.5,2016,6
2016-06-15,35.3,,14.5,4.4,5.4,5.2,3.5,3.2,,1.5,2016,6
2016-06-11,35.0,,14.9,5.0,6.8,5.1,5.4,3.2,,0.0,2016,6
2016-06-10,32.5,,17.1,4.2,6.1,5.0,4.6,2.8,,1.0,2016,6
2016-06-08,34.5,,16.6,4.2,7.1,4.8,4.2,2.8,,2.5,2016,6
2016-06-06,34.9,,14.7,4.5,5.9,4.1,4.8,4.1,,0.7,2016,6
2016-06-03,36.6,,15.9,5.7,5.2,5.4,4.1,3.4,,1.8,2016,6
2016-07-09,30.4,,15.1,3.6,7.7,5.0,4.7,3.0,,0.0,2016,7
2016-07-04,32.2,,14.9,4.7,7.0,5.1,4.5,2.6,,1.1,2016,7
2016-08-29,36.8,,15.2,3.0,7.5,4.5,4.7,3.3,,1.8,2016,8
2016-08-29,34.1,,16.4,4.4,6.3,4.4,3.8,3.5,,1.4,2016,8
2016-08-18,36.1,,13.7,4.2,5.5,5.2,4.7,2.6,,2.1,2016,8
2016-08-17,34.4,,15.4,4.2,7.1,4.5,3.3,3.0,,2.5,2016,8
2016-08-11,36.4,,14.5,2.6,6.4,5.0,4.6,2.4,,1.0,2016,8
2016-08-08,34.0,,13.2,4.4,6.1,4.6,3.8,3.4,,1.6,2016,8
2016-08-06,36.2,,12.2,3.9,6.9,5.0,3.7,3.5,,0.8,2016,8
2016-09-29,34.6,,13.7,2.8,6.7,4.3,3.4,3.5,,2.8,2016,9
2016-09-26,34.4,,14.4,5.4,7.9,4.3,4.3,3.2,,0.3,2016,9
2016-09-23,38.4,,14.7,4.4,7.4,4.4,3.7,1.8,,1.2,2016,9
2016-09-17,33.7,,14.9,3.6,5.7,5.2,5.2,3.8,,1.8,2016,9
2016-09-14,37.5,,11.4,3.3,6.7,6.0,4.4,3.3,,1.1,2016,9
2016-09-11,32.3,,13.2,5.9,8.8,7.1,3.3,2.1,,2.4,2016,9
2016-09-10,33.8,,15.1,3.3,6.5,3.8,4.6,2.9,,2.0,2016,9
2016-09-07,33.7,,16.2,3.7,6.9,4.3,4.5,3.1,,0.9,2016,9
2016-09-05,33.6,,14.8,4.2,7.4,3.7,4.9,2.1,,0.7,2016,9
2016-09-01,34.3,,16.5,4.1,6.7,4.9,4.5,1.6,,1.1,2016,9
2016-10-27,38.4,,17.1,3.1,6.2,4.3,4.0,1.7,,1.5,2016,10
2016-10-24,36.3,,12.8,4.3,6.4,4.7,4.5,2.6,,0.7,2016,10
2016-10-20,36.2,,13.3,3.2,7.2,4.7,3.0,2.6,,1.5,2016,10
2016-10-13,35.8,,14.0,3.7,7.0,4.4,5.1,3.3,,1.3,2016,10
2016-10-12,38.3,,11.5,4.2,8.5,5.1,4.8,2.5,,1.9,2016,10
2016-10-12,36.8,,12.9,3.7,6.6,3.7,4.5,1.9,,1.5,2016,10
2016-10-10,38.5,,12.9,4.2,5.5,4.7,4.6,2.9,,1.8,2016,10
2016-10-05,33.9,,14.1,3.9,7.2,4.2,4.0,3.9,,1.7,2016,10
2016-10-03,34.9,,12.8,4.2,6.0,4.7,4.3,2.4,,1.9,2016,10
2016-11-24,34.7,,13.7,3.4,7.6,4.5,4.7,2.5,,2.4,2016,11
2016-11-19,35.6,,14.1,3.7,6.3,4.0,4.5,3.5,,0.4,2016,11
2016-11-18,38.4,,10.4,3.8,7.7,5.9,3.5,3.4,,2.1,2016,11
2016-11-18,38.1,,12.1,4.4,8.8,5.4,4.2,3.6,,1.7,2016,11
2016-11-11,33.7,,12.4,4.5,7.0,5.5,6.6,2.3,,1.8,2016,11
2016-11-09,36.0,,9.9,4.2,7.8,5.5,4.5,3.3,,1.5,2016,11
2016-11-05,34.6,,14.2,4.1,6.1,4.9,6.0,1.8,,1.8,2016,11
2016-11-02,37.4,,13.6,4.9,6.6,5.0,4.0,2.5,,1.2,2016,11
2016-11-01,38.0,,11.9,5.7,5.3,4.8,3.6,3.1,,1.5,2016,11
2016-12-22,34.1,,15.7,4.2,6.3,6.2,3.8,2.9,,2.6,2016,12
2016-12-16,36.8,,13.7,3.6,8.0,4.8,3.5,2.8,,1.6,2016,12
2016-12-16,37.8,,13.0,3.4,6.8,4.0,4.8,2.9,,2.1,2016,12
2016-12-10,38.7,,14.1,5.1,7.3,5.2,2.7,2.3,,1.6,2016,12
2016-12-08,34.1,,14.2,4.5,7.5,4.4,4.7,2.4,,1.1,2016,12
2016-12-07,35.8,,13.4,4.3,6.4,5.2,4.1,2.4,,1.3,2016,12
2016-12-05,37.2,,13.3,3.9,6.0,4.3,4.0,4.5,,2.1,2016,12
2016-12-02,36.9,,12.0,4.8,8.4,5.2,4.5,3.5,,2.1,2016,12
