,Ap,Hoyre,Frp,SV,SP,KrF,Venstre,MDG,Rodt
690,54,26,38,12,12,3,7,7,11
691,50,29,37,13,12,3,9,3,11
692,49,28,40,12,12,3,7,8,12
693,51,27,39,12,12,3,8,3,12
694,54,25,38,12,14,3,3,3,11
695,45,28,39,14,13,3,8,8,13
696,52,26,37,12,14,3,3,3,12
697,46,29,40,13,13,7,8,7,12
698,50,30,39,12,13,3,7,3,12
699,50,28,40,13,11,3,8,8,11
700,54,28,36,11,12,3,8,8,12
701,45,27,43,13,12,3,7,8,12
702,48,29,40,12,12,3,9,3,12
703,51,26,38,13,13,3,9,7,11
704,48,25,39,15,13,3,8,3,12
705,45,25,38,14,15,3,10,8,12
706,50,27,39,12,13,3,8,8,11
707,51,27,39,12,14,3,3,8,12
708,46,31,38,13,11,3,9,3,12
709,51,30,41,12,9,3,8,7,11
710,53,27,36,12,12,8,8,3,12
711,47,28,40,13,11,3,9,8,13
712,49,29,38,13,11,3,8,3,12
713,50,28,39,12,10,3,9,3,13
714,48,29,41,12,12,3,8,3,11
715,50,26,40,11,13,3,7,8,11
716,49,25,39,13,11,8,9,9,12
717,50,28,39,12,13,3,9,8,12
718,47,28,39,13,14,3,8,8,12
719,49,25,40,13,10,7,10,9,11
720,46,29,41,12,12,3,7,8,11
721,50,30,37,12,13,3,8,3,12
722,51,25,40,12,14,3,7,8,11
723,42,28,45,12,13,3,9,3,11
724,50,28,37,12,11,3,8,8,12
725,50,27,39,13,13,3,9,3,12
726,54,29,38,12,10,3,8,3,11
727,49,29,40,12,11,3,8,9,11
728,47,24,43,13,11,8,10,8,12
729,50,30,40,12,11,3,3,3,13
730,50,22,44,12,14,3,3,8,11
731,50,24,40,14,13,3,8,7,11
732,49,28,40,13,14,3,8,3,11
733,48,27,39,13,14,3,8,8,11
734,46,27,42,12,12,3,8,8,13
735,47,27,40,14,13,3,9,7,11
736,49,29,38,13,12,3,8,8,12
737,55,25,39,12,10,3,8,3,11
738,49,26,40,13,12,8,9,3,12
739,50,25,40,13,13,3,9,8,11
740,52,27,35,14,11,7,3,8,12
741,44,31,41,12,12,3,8,9,11
742,49,25,38,13,13,3,8,8,12
743,43,34,41,11,14,3,8,3,11
744,49,28,40,12,13,3,8,8,11
745,48,26,42,13,11,3,8,8,11
746,48,30,38,13,13,3,3,3,12
747,50,23,39,12,14,3,8,8,12
748,54,24,39,12,12,3,8,8,11
749,47,26,40,11,13,8,8,8,12
750,51,25,40,13,13,3,9,7,10
751,48,27,40,12,14,3,7,3,12
752,47,30,36,11,14,3,9,8,12
753,46,29,39,12,14,3,9,9,10
754,47,28,40,12,11,8,8,8,13
755,48,31,38,14,12,3,7,3,11
756,49,25,38,13,15,7,8,3,12
757,47,29,39,14,10,3,9,8,12
758,52,26,41,10,15,2,3,8,11
759,48,29,40,13,11,3,7,3,12
760,53,29,38,13,13,3,3,3,10
761,47,30,39,12,12,3,9,8,11
762,50,24,41,14,13,3,8,8,11
763,53,27,37,13,10,3,8,7,12
764,47,31,39,11,12,3,8,7,11
765,51,23,43,12,11,7,8,8,11
766,46,27,41,13,11,7,8,8,12
767,48,26,37,14,11,7,10,9,12
768,51,26,40,12,12,3,7,8,11
769,48,28,40,13,9,3,8,8,11
770,45,30,38,13,11,8,9,8,12
771,50,26,38,13,14,7,8,3,12
772,49,33,34,12,13,3,8,7,12
773,46,28,40,12,13,7,9,8,11
774,49,23,40,14,14,3,9,3,11
775,48,29,38,12,13,3,9,8,12
776,49,27,38,12,14,3,8,8,12
777,45,29,40,13,13,3,8,3,12
778,48,26,40,12,14,8,8,7,11
779,42,33,40,12,12,3,7,8,12
780,50,29,38,12,10,3,9,8,11
781,48,29,40,14,11,2,9,3,12
782,49,27,38,12,14,3,9,3,12
783,50,32,36,11,12,3,8,3,12
784,51,31,38,13,14,2,8,3,11
785,52,26,37,12,13,7,9,7,12
786,41,31,44,12,13,3,8,3,13
787,45,30,39,12,14,7,8,8,12
788,51,30,38,12,11,3,8,8,11
789,49,26,38,12,13,3,8,8,12
790,49,27,39,12,12,3,8,8,13
791,52,29,36,13,9,3,9,8,12
792,55,25,37,10,14,3,3,7,11
793,46,29,41,13,13,3,8,3,12
794,49,29,39,13,11,8,8,8,11
795,49,29,38,12,13,3,8,7,12
796,49,29,38,12,13,3,8,8,12
797,47,28,38,12,16,3,3,3,12
798,50,27,37,12,14,3,8,8,13
799,45,26,38,14,15,8,8,8,12
800,48,29,40,13,11,3,9,8,12
801,48,28,41,14,12,3,8,8,12
802,47,27,43,13,11,3,8,8,13
803,52,29,39,11,9,3,8,8,12
804,51,26,39,13,12,3,8,7,12
805,52,27,36,12,11,3,8,9,11
806,53,25,36,12,15,3,8,8,10
807,50,25,39,14,10,3,9,8,12
808,49,29,37,11,12,3,10,9,10
809,49,29,37,12,12,3,9,8,12
810,52,29,36,14,12,8,9,3,11
811,51,27,40,12,11,3,8,3,12
812,47,27,39,14,13,3,8,8,12
813,46,27,40,12,13,3,9,7,13
814,45,30,41,11,13,3,8,9,11
815,52,26,39,12,13,7,7,8,10
816,51,27,36,13,13,3,8,8,11
817,49,28,41,12,14,3,7,3,11
818,45,28,42,13,13,3,9,3,13
819,50,25,39,12,13,3,8,8,12
820,50,26,42,12,14,3,3,8,10
821,47,26,43,12,12,3,8,8,12
822,46,29,41,12,12,8,8,8,11
823,48,24,43,13,12,3,9,8,13
824,46,27,42,12,12,3,3,9,13
825,51,29,39,12,12,3,7,7,10
826,51,28,38,11,12,7,8,8,11
827,50,30,38,13,9,3,8,9,11
828,47,32,37,13,13,3,3,3,12
829,48,30,36,13,14,7,9,3,11
830,49,25,40,13,12,3,9,8,10
831,50,25,38,13,13,7,9,9,11
832,53,27,38,13,13,7,7,8,12
833,48,29,38,12,13,3,8,7,11
834,52,27,39,13,10,3,8,8,11
835,44,30,40,13,14,7,9,7,11
836,45,30,39,12,11,3,9,9,11
837,50,24,43,11,13,3,8,8,12
838,52,28,38,13,11,3,8,3,13
839,50,28,39,13,11,3,8,3,11
840,49,29,37,12,12,3,9,7,11
841,45,30,38,14,13,3,8,8,12
842,53,25,39,13,12,3,8,8,10
843,47,29,40,13,10,3,8,7,14
844,46,28,45,13,11,3,7,3,12
845,45,31,39,13,11,3,9,8,12
846,46,26,40,13,13,8,8,9,12
847,51,28,40,12,13,3,3,8,10
848,45,26,40,12,15,3,9,8,13
849,45,28,38,13,17,3,9,3,13
850,48,28,39,12,14,3,9,3,13
851,52,27,38,13,12,8,8,8,10
852,50,28,41,12,12,3,3,8,12
853,53,27,38,12,12,3,3,8,11
854,49,30,39,13,10,3,8,8,12
855,45,28,40,13,12,3,9,8,12
856,49,26,39,13,13,7,8,3,12
857,48,29,39,14,11,3,3,8,11
858,48,27,42,12,13,3,8,3,12
859,43,32,40,13,12,3,8,8,12
860,50,25,36,12,12,8,9,8,13
861,49,25,39,13,13,3,8,8,11
862,46,27,42,13,12,3,8,8,11
863,47,28,38,12,14,3,9,7,11
864,54,23,40,12,13,3,9,8,11
865,49,32,40,11,9,3,8,3,12
866,47,31,39,12,13,3,8,3,12
867,46,30,40,13,13,3,9,7,12
868,47,29,39,13,14,3,9,8,10
869,49,28,39,13,12,8,9,7,11
870,50,26,38,11,15,3,9,3,12
871,47,26,44,13,11,3,8,7,12
872,49,24,41,13,13,3,8,3,13
873,53,25,38,13,14,3,7,3,11
874,49,27,42,12,11,3,8,7,12
875,54,25,40,14,10,7,8,3,11
876,51,27,37,12,11,8,8,8,11
877,48,29,41,12,12,3,7,8,12
878,47,31,41,11,13,3,3,3,11
879,49,28,38,12,11,7,9,8,12
880,52,26,39,13,11,3,8,8,11
881,50,26,39,12,12,7,9,9,11
882,51,28,35,14,13,3,9,8,12
883,49,27,40,11,16,3,8,3,12
884,49,28,41,11,12,3,8,8,11
885,46,28,40,13,13,8,8,7,12
886,48,26,41,12,14,3,8,8,12
887,47,30,38,13,12,7,9,3,12
888,48,31,37,13,12,3,8,8,12
889,56,26,39,11,10,3,8,3,12
890,49,29,38,13,11,3,7,3,12
891,53,25,38,11,14,3,8,3,11
892,43,29,42,14,11,3,9,8,11
893,50,28,39,13,12,3,7,8,11
894,48,28,37,15,15,3,3,8,12
895,52,26,38,12,12,3,9,3,11
896,48,31,38,12,13,3,8,3,11
897,48,29,39,12,14,3,8,3,12
898,49,25,41,14,14,8,3,8,11
899,47,28,41,13,11,3,9,8,11
900,45,28,41,12,14,3,8,8,12
901,50,26,39,10,16,3,8,8,11
902,50,25,38,14,14,3,8,8,11
903,48,27,39,13,13,3,9,3,12
904,45,27,43,15,12,3,8,8,11
905,47,29,40,13,13,3,3,9,12
906,54,25,39,11,16,3,3,3,11
907,47,29,40,12,12,3,9,8,11
908,48,26,40,12,13,3,8,8,12
909,48,29,41,11,10,3,7,3,13
910,50,27,40,12,16,3,3,3,12
911,52,26,38,13,11,7,8,8,11
912,50,31,37,11,12,3,8,7,11
913,52,25,36,13,13,8,8,8,12
914,50,28,39,13,12,3,9,3,11
915,45,28,44,13,11,7,8,8,11
916,52,27,36,13,13,7,8,3,11
917,48,28,38,13,15,3,3,9,11
918,51,26,38,13,12,3,8,3,12
919,45,30,42,13,9,3,8,7,12
920,48,28,41,13,13,3,8,8,12
921,47,23,41,13,14,3,9,8,13
922,46,28,39,13,14,3,8,8,11
923,48,29,40,14,11,3,8,8,11
924,53,27,43,12,10,8,7,8,9
925,49,27,41,12,12,8,9,3,12
926,50,28,37,13,12,3,9,3,12
927,53,25,40,12,12,3,8,7,11
928,48,24,39,13,14,7,8,8,12
929,45,27,41,12,15,3,8,7,12
930,50,25,41,14,12,3,7,3,12
931,57,22,40,13,13,3,8,3,10
932,48,30,38,11,13,8,8,8,12
933,49,25,40,13,14,3,8,8,12
934,51,25,42,12,11,3,8,8,11
935,50,28,34,12,15,3,8,3,12
936,48,28,41,12,13,8,3,3,11
937,46,29,40,13,14,3,3,7,12
938,50,29,37,12,11,3,10,8,11
939,43,28,43,12,13,3,3,8,12
940,47,25,42,14,12,3,8,8,11
941,50,22,41,12,13,3,9,8,12
942,47,26,38,13,15,3,9,8,12
943,50,32,36,12,11,3,8,3,12
944,43,30,41,13,12,3,8,9,11
945,48,25,41,13,15,3,8,3,11
946,52,31,38,12,10,3,8,3,11
947,41,33,41,14,13,3,3,8,13
948,48,24,42,12,13,8,9,8,11
949,46,27,40,12,15,3,9,8,11
950,51,22,41,13,14,7,7,8,11
951,51,29,39,13,12,3,3,8,11
952,50,27,40,12,12,3,3,8,12
953,44,27,43,12,15,3,8,3,13
954,48,30,38,13,12,3,9,7,12
955,46,27,38,13,14,7,9,8,11
956,52,28,38,12,13,3,3,8,12
957,51,24,40,13,13,3,8,9,11
958,48,29,38,13,14,7,8,7,10
959,53,29,38,13,11,3,3,3,9
960,54,27,36,13,11,3,8,3,12
961,49,27,42,13,11,3,3,3,12
962,54,27,37,12,12,3,3,8,11
963,47,27,39,13,14,3,8,9,12
964,47,28,38,12,15,8,3,8,13
965,53,29,37,12,13,2,3,3,12
966,48,29,38,13,12,7,8,9,12
967,49,27,40,11,15,3,3,7,12
968,51,28,37,13,13,3,8,8,10
969,49,26,43,13,10,3,8,8,10
970,49,28,39,13,12,3,8,3,11
971,48,28,38,13,13,8,8,8,11
972,53,25,38,12,13,3,8,3,11
973,47,29,40,12,12,3,9,8,11
974,54,24,36,13,12,3,8,8,13
975,50,24,42,14,10,7,8,3,12
976,51,28,34,12,14,3,8,8,12
977,48,27,38,14,12,3,9,8,11
978,48,25,40,13,13,3,9,8,12
979,46,29,42,12,10,3,8,8,12
980,50,29,39,13,12,3,8,3,11
981,47,27,41,13,16,3,3,3,12
982,49,28,38,12,13,7,8,8,12
983,52,29,35,13,10,7,8,8,12
984,50,27,40,12,13,3,8,3,11
985,50,25,43,12,12,3,8,7,11
986,51,29,38,12,11,3,9,9,10
987,52,28,38,13,12,3,7,3,10
988,48,29,41,13,8,3,9,8,11
989,49,28,39,12,10,3,10,7,11
990,45,27,39,13,12,8,9,3,13
991,44,30,40,13,10,3,9,8,12
992,48,29,39,12,14,3,7,3,11
993,49,25,39,13,11,8,10,8,10
994,50,26,39,12,13,3,9,8,12
995,44,29,43,13,13,3,8,7,13
996,45,29,39,12,13,3,9,7,13
997,52,27,40,11,11,3,3,3,13
998,48,27,39,12,14,3,8,7,12
999,53,25,37,13,10,3,9,8,13
1000,49,29,38,12,15,3,8,3,13
1001,49,31,39,13,10,3,7,3,11
1002,54,26,37,12,11,3,9,3,11
1003,50,29,41,11,10,3,8,8,11
1004,45,29,39,13,11,3,9,8,13
1005,43,29,39,14,13,7,9,7,12
1006,42,31,40,13,14,3,8,3,12
1007,49,27,37,14,13,3,8,8,12
1008,45,29,41,12,12,3,8,9,12
1009,44,26,41,13,14,3,8,8,14
1010,49,28,36,13,14,3,9,8,11
1011,48,25,41,14,14,3,3,8,11
1012,46,28,40,13,15,7,3,8,12
1013,52,28,39,13,11,3,3,7,11
1014,48,27,41,12,13,3,8,8,12
1015,49,30,41,13,11,2,7,3,12
1016,48,29,37,13,12,8,10,3,11
1017,48,28,41,12,11,3,8,9,10
1018,49,29,42,12,11,3,8,3,12
1019,50,27,39,13,14,3,9,8,10
1020,48,27,40,13,12,8,3,8,12
1021,49,26,41,13,13,3,8,3,11
1022,51,30,36,13,12,3,8,3,10
1023,52,30,34,14,11,8,8,3,11
1024,54,24,39,12,12,3,7,8,12
1025,51,29,35,12,14,3,8,3,11
1026,47,27,36,15,14,7,9,3,13
1027,47,31,40,13,10,3,8,8,11
1028,44,30,38,11,15,3,7,8,14
1029,50,30,36,13,12,3,9,3,12
1030,56,26,34,11,15,8,7,7,11
1031,47,29,40,13,12,3,8,3,12
1032,52,25,38,12,12,8,8,3,12
1033,46,29,40,13,12,3,9,8,12
1034,46,29,39,13,12,3,9,8,13
1035,51,24,42,13,15,3,3,7,11
1036,49,28,38,13,14,3,8,3,12
1037,48,26,40,13,12,3,9,9,12
1038,51,29,36,12,13,3,8,3,11
1039,48,29,43,12,12,3,3,3,11
1040,41,32,42,13,12,8,8,9,10
1041,51,29,39,12,11,3,8,3,12
1042,45,32,40,13,10,3,9,8,11
1043,49,28,38,12,11,8,8,8,12
1044,52,24,38,12,14,7,8,8,12
1045,51,29,38,12,14,3,3,7,11
1046,53,31,37,12,10,3,3,8,10
1047,45,25,41,13,15,3,3,9,13
1048,45,29,42,13,12,3,8,7,12
1049,47,32,36,13,13,2,8,3,12
1050,49,30,36,13,13,3,9,8,12
1051,48,28,41,12,12,3,8,7,11
1052,49,25,46,11,12,3,3,8,11
1053,52,26,36,13,13,3,8,9,12
1054,50,26,41,12,12,3,9,3,11
1055,51,26,41,11,12,3,9,3,12
1056,47,21,43,13,14,8,8,9,11
1057,47,28,42,12,12,3,8,8,12
1058,48,28,37,13,14,3,8,8,12
1059,47,28,39,13,13,7,9,8,12
1060,48,30,39,12,14,3,3,7,12
1061,45,34,40,12,10,3,8,3,12
1062,52,27,40,13,9,3,8,7,11
1063,49,25,39,13,16,3,8,3,13
1064,50,26,38,13,14,3,9,8,12
1065,44,27,39,13,13,8,9,8,13
1066,45,27,43,13,12,3,8,8,12
1067,43,25,37,12,18,8,10,8,13
1068,50,27,40,13,11,3,8,8,10
1069,53,27,40,12,11,3,8,3,10
1070,54,25,36,12,11,3,9,7,12
1071,46,29,39,13,13,3,8,3,13
1072,48,26,39,14,11,3,8,8,13
1073,49,26,37,13,13,3,9,8,12
1074,47,30,40,12,11,7,10,3,10
1075,49,30,39,11,13,3,8,8,12
1076,47,26,42,14,11,3,9,8,12
1077,44,30,37,14,12,3,9,8,12
1078,52,25,38,11,13,3,8,8,12
1079,48,28,39,12,14,3,7,3,13
1080,52,29,41,13,10,3,3,3,11
1081,49,27,44,12,13,3,3,3,11
1082,49,26,38,12,14,3,8,8,12
1083,50,28,37,13,12,3,8,3,13
1084,42,30,43,13,11,3,8,8,12
1085,52,24,40,13,14,3,8,3,11
1086,47,33,37,13,11,3,9,3,12
1087,49,28,39,11,14,3,8,3,13
1088,47,30,39,12,13,3,8,3,13
1089,48,25,41,12,12,7,8,8,12
1090,45,28,40,13,13,8,9,8,11
1091,51,24,38,13,12,3,8,8,12
1092,49,27,37,14,12,3,8,3,12
1093,48,30,36,12,14,3,9,8,13
1094,53,27,38,12,11,3,9,3,11
1095,52,23,39,12,16,3,3,3,12
1096,46,27,42,12,14,3,8,8,10
1097,51,30,37,11,12,3,7,3,12
1098,50,29,37,12,11,3,8,9,11
1099,55,27,35,13,9,3,8,9,13
1100,44,29,41,12,13,3,8,8,13
1101,52,23,39,12,18,3,7,3,12
1102,50,28,38,12,10,3,8,8,13
1103,49,25,37,14,18,3,8,8,12
1104,46,29,41,12,11,3,8,3,11
1105,52,27,39,12,12,3,3,8,11
1106,48,28,39,13,12,3,3,8,12
1107,48,26,39,12,12,3,9,8,12
1108,50,27,39,13,10,3,10,8,11
1109,50,25,41,12,12,3,8,8,11
1110,43,29,42,13,11,8,10,8,12
1111,48,30,38,12,13,3,7,7,12
1112,49,25,41,12,12,7,8,9,11
1113,49,27,41,13,10,8,8,8,12
1114,52,28,37,12,13,3,8,3,12
1115,50,29,39,12,13,3,3,3,11
1116,47,29,39,14,13,7,3,3,13
1117,52,25,42,12,9,3,8,9,11
1118,53,27,37,13,10,7,8,3,12
1119,54,25,40,11,11,7,9,3,10
1120,52,24,42,13,11,3,3,3,12
1121,46,26,43,13,11,3,8,9,12
1122,49,29,38,14,12,3,9,7,11
1123,48,31,39,11,13,3,8,3,12
1124,47,28,42,13,12,3,9,7,11
1125,51,25,36,11,14,3,9,8,12
1126,48,28,39,13,13,3,8,3,13
1127,51,27,40,12,10,8,9,7,12
1128,48,27,42,13,11,3,3,8,11
1129,50,27,36,11,14,7,10,8,10
1130,50,27,42,12,10,3,8,8,12
1131,47,27,39,13,14,3,9,7,12
1132,51,28,38,13,13,3,8,3,12
1133,43,30,39,13,14,3,8,8,12
1134,51,24,39,13,11,8,9,8,11
1135,50,26,41,13,12,3,8,8,12
1136,49,29,38,14,11,3,9,3,12
1137,49,26,39,13,12,8,9,8,12
1138,51,25,37,13,15,8,8,8,11
1139,51,27,38,12,11,3,9,8,12
1140,46,26,40,13,13,3,9,8,13
1141,47,30,38,12,13,3,9,8,12
1142,51,27,38,13,14,3,8,3,11
1143,48,32,40,12,10,3,9,3,11
1144,52,24,43,13,11,3,3,3,13
1145,48,28,34,13,14,3,9,3,12
1146,48,26,39,13,13,8,8,8,12
1147,49,26,39,13,12,3,8,8,13
1148,49,25,41,11,12,3,8,8,12
1149,49,27,42,12,12,3,8,8,10
1150,47,27,38,15,13,3,8,8,13
1151,49,28,39,13,15,3,8,3,11
1152,49,25,38,13,14,8,9,7,12
1153,49,28,37,13,13,3,8,8,13
1154,47,28,40,12,14,3,8,3,12
1155,50,29,39,11,14,3,7,3,11
1156,50,29,38,12,12,8,9,3,12
1157,50,30,40,11,12,3,7,8,9
1158,51,27,38,13,10,8,9,8,11
1159,50,25,40,12,15,3,9,3,11
1160,47,24,44,12,14,7,9,3,12
1161,48,29,39,13,11,3,9,3,12
1162,43,29,41,14,16,3,8,7,10
1163,50,31,36,11,12,3,8,8,12
1164,52,29,37,12,10,3,9,7,12
1165,46,32,36,12,13,3,8,8,12
1166,50,29,36,12,15,3,3,3,12
1167,47,35,37,13,12,3,8,3,12
1168,53,24,39,11,12,3,8,8,12
1169,46,30,38,14,12,3,9,7,13
1170,47,27,46,12,9,3,8,8,10
1171,51,26,41,11,13,3,8,7,10
1172,47,27,41,12,15,3,8,3,12
1173,45,27,41,12,13,3,9,8,12
1174,51,25,38,13,11,8,9,8,11
1175,51,29,37,12,12,3,8,3,12
1176,47,26,40,13,10,7,8,8,13
1177,49,33,39,12,9,3,8,8,11
1178,47,27,40,14,10,8,8,8,11
1179,50,27,38,13,11,7,9,8,11
1180,49,26,38,13,13,3,9,3,12
1181,50,25,38,12,14,7,8,8,12
1182,49,26,41,13,11,3,9,8,13
1183,47,27,41,15,14,3,7,8,11
1184,51,27,42,14,11,3,3,8,11
1185,48,28,39,12,14,3,9,8,12
1186,46,30,43,12,11,3,7,3,12
1187,51,30,37,12,10,3,9,7,11
1188,49,27,41,12,13,3,8,8,10
1189,52,26,38,13,10,3,9,7,12
1190,48,27,38,14,12,3,9,8,13
1191,47,29,37,14,11,8,10,9,11
1192,53,23,37,13,12,8,8,8,11
1193,49,28,40,12,12,3,8,8,12
1194,50,26,38,12,13,3,8,8,13
1195,49,25,40,12,13,7,9,9,11
1196,45,27,43,13,12,3,8,8,12
1197,48,27,40,12,14,3,9,8,11
1198,53,29,39,12,12,3,3,7,11
1199,46,28,40,13,14,3,8,8,11
1200,53,25,36,12,11,7,9,8,13
1201,46,31,40,13,13,3,8,3,12
1202,45,30,39,14,10,8,10,8,11
1203,54,25,40,12,13,3,3,3,11
1204,53,24,38,14,12,3,8,8,12
1205,54,24,39,12,14,3,3,8,12
1206,48,27,40,14,12,3,9,3,11
1207,44,27,44,12,14,3,3,9,11
1208,54,23,37,13,13,3,8,8,12
1209,47,26,37,13,16,7,8,8,12
1210,54,24,38,13,13,3,7,3,12
1211,52,24,39,12,14,3,9,9,10
1212,52,28,37,13,10,8,8,7,10
1213,46,25,43,13,13,7,9,3,11
1214,50,30,38,11,12,3,8,3,14
1215,48,30,38,12,13,3,8,8,11
1216,50,24,40,13,14,3,7,8,11
1217,50,24,43,12,14,3,3,7,12
1218,50,29,42,11,11,3,8,3,12
1219,49,27,40,12,13,3,8,8,11
1220,50,28,39,13,11,3,9,3,12
1221,54,27,38,11,12,3,7,3,11
1222,51,26,38,12,16,3,9,3,11
1223,46,27,38,14,13,3,8,7,12
1224,47,29,39,12,13,3,8,8,12
1225,48,28,38,13,11,3,9,8,12
1226,52,24,40,12,12,3,7,8,11
1227,50,27,39,13,11,7,7,8,11
1228,45,29,41,13,14,3,7,7,12
1229,46,30,40,12,12,3,9,3,12
1230,48,28,41,11,14,7,7,8,10
1231,50,26,43,12,13,3,3,8,11
1232,47,30,39,12,12,3,8,8,13
1233,46,30,40,13,14,3,3,8,11
1234,51,30,37,13,13,3,8,3,11
1235,46,25,38,13,15,3,10,8,12
1236,52,28,36,11,13,3,8,8,12
1237,54,27,38,13,12,3,3,3,11
1238,46,28,39,13,13,3,8,8,12
1239,44,30,40,13,14,7,9,3,12
1240,48,30,36,11,10,8,10,8,11
1241,51,25,40,13,13,3,8,3,12
1242,44,31,39,14,13,3,8,3,11
1243,52,28,40,12,12,2,8,8,10
1244,47,28,40,13,12,3,8,8,12
1245,51,31,39,12,10,3,3,7,11
1246,47,28,41,13,14,3,7,8,11
1247,48,32,37,13,8,3,8,8,12
1248,49,32,38,12,11,3,8,3,10
1249,49,26,40,14,13,3,8,8,10
1250,52,26,41,13,3,7,9,8,11
1251,49,28,38,12,14,3,3,7,13
1252,48,25,40,13,13,3,9,3,12
1253,50,26,37,14,12,3,9,9,11
1254,54,23,42,12,12,3,3,7,11
1255,50,28,37,14,12,3,8,3,13
1256,48,28,39,13,14,3,9,3,11
1257,46,29,39,13,11,3,9,7,12
1258,48,28,39,12,14,3,7,8,12
1259,48,27,39,13,13,3,8,8,11
1260,52,26,38,13,13,3,8,8,12
1261,48,24,42,14,13,3,8,3,13
1262,49,26,41,13,12,3,9,8,11
1263,51,26,36,12,16,3,9,8,12
1264,54,27,37,11,12,3,8,8,11
1265,49,29,39,12,13,7,3,3,12
1266,50,29,39,13,11,8,8,3,11
1267,44,29,42,12,12,8,9,3,11
1268,46,27,42,13,15,3,7,3,12
1269,44,28,40,13,12,3,9,9,13
1270,52,28,40,13,11,3,3,8,10
1271,45,27,42,13,12,3,9,7,12
1272,49,26,42,13,11,3,8,8,11
1273,47,27,41,12,15,3,8,3,12
1274,48,28,38,14,11,3,9,7,12
1275,51,26,41,12,12,2,8,8,11
1276,45,28,40,14,12,3,9,9,11
1277,45,26,42,12,14,3,8,8,13
1278,47,28,39,15,9,3,10,9,11
1279,48,27,38,13,12,3,9,8,12
1280,47,29,41,13,9,3,9,7,12
1281,48,29,40,13,13,3,3,7,12
1282,44,28,39,14,14,3,10,7,12
1283,52,27,35,11,13,3,8,3,12
1284,49,28,36,12,14,3,3,9,13
1285,50,27,38,12,14,3,8,8,12
1286,48,29,37,12,12,3,8,8,11
1287,48,31,36,12,13,3,10,3,12
1288,52,26,39,11,15,3,8,3,13
1289,49,28,43,12,12,2,7,8,12
1290,53,27,39,13,10,3,8,8,10
1291,51,25,40,13,10,9,9,7,10
1292,47,29,38,12,13,8,9,3,11
1293,47,24,37,13,16,7,9,9,12
1294,50,23,42,13,14,3,7,8,11
1295,46,28,41,12,14,3,3,7,12
1296,48,27,42,12,11,3,8,3,13
1297,54,28,37,12,12,3,3,3,12
1298,52,26,38,12,14,3,8,7,11
1299,49,26,38,14,13,7,8,9,11
1300,50,29,38,10,15,3,8,3,11
1301,52,26,38,11,12,3,8,8,12
1302,52,29,37,11,12,3,8,8,12
1303,48,28,41,13,14,3,8,3,12
1304,48,26,43,13,11,3,8,8,12
1305,49,26,37,14,15,3,8,3,12
1306,47,28,41,11,14,7,8,8,11
1307,47,29,40,13,12,8,9,7,11
1308,52,27,38,13,12,3,8,8,9
1309,46,28,43,12,12,3,8,3,13
1310,46,25,39,14,17,3,9,8,11
1311,49,26,41,12,14,7,8,3,11
1312,45,28,38,13,16,3,8,8,13
1313,54,27,37,11,11,3,8,8,13
1314,52,26,39,13,12,3,3,8,11
1315,51,28,39,11,12,3,8,8,11
1316,51,28,40,12,11,3,8,3,11
1317,51,22,42,12,14,7,7,8,11
1318,44,29,42,12,10,8,9,8,11
1319,43,30,39,12,12,3,10,8,13
1320,47,31,40,13,9,8,9,8,10
1321,46,27,41,13,13,7,9,7,12
1322,52,27,36,13,13,7,8,3,11
1323,49,25,39,14,13,8,9,3,10
1324,50,27,39,13,13,8,3,7,11
1325,51,25,38,12,15,3,8,8,12
1326,50,27,38,13,11,3,8,8,13
1327,50,25,37,13,13,3,9,9,12
1328,49,29,35,13,14,3,9,8,12
1329,48,28,40,12,14,3,3,8,10
1330,54,25,37,13,13,8,3,8,11
1331,43,29,43,12,14,3,8,8,11
1332,49,25,43,11,11,8,8,9,10
1333,54,25,39,12,10,3,3,8,12
1334,53,25,35,13,14,3,9,9,11
1335,48,27,41,13,12,3,9,8,12
1336,49,27,45,11,14,3,3,7,11
1337,48,30,40,13,12,3,7,3,11
1338,49,27,39,11,13,3,9,8,12
1339,53,26,38,12,11,3,8,3,13
1340,53,27,36,13,12,3,9,3,11
1341,50,27,38,12,12,3,8,8,12
1342,50,25,39,13,12,3,8,8,12
1343,48,26,44,13,10,3,3,8,12
1344,46,26,39,12,15,7,8,8,12
1345,52,28,37,12,12,3,8,3,12
1346,48,31,41,13,11,3,7,3,11
1347,49,26,42,12,11,3,8,8,12
1348,50,22,41,13,11,3,9,8,13
1349,50,24,42,13,12,3,8,8,11
1350,52,26,41,12,11,8,7,8,10
1351,44,30,39,15,13,3,8,8,11
1352,49,24,39,13,12,3,10,9,12
1353,49,29,40,12,12,3,8,3,12
1354,46,28,40,13,10,8,8,8,12
1355,49,29,38,14,12,3,9,3,12
1356,47,27,42,12,13,3,7,8,12
1357,55,22,36,12,14,8,8,8,11
1358,48,27,40,13,12,3,8,8,12
1359,46,27,45,11,12,3,3,8,12
1360,52,28,37,12,11,3,3,3,13
1361,49,27,39,12,14,3,7,8,11
1362,52,25,41,12,12,3,8,8,10
1363,51,26,37,14,11,3,8,8,12
1364,44,28,41,13,14,3,9,3,13
1365,48,25,42,13,12,7,8,7,12
1366,48,26,42,12,13,3,8,8,12
1367,56,26,32,13,15,3,8,3,12
1368,48,28,37,12,15,3,8,8,13
