Ap_prev;Ap_trend_3;Ap_trend_6;Hoyre_prev;Hoyre_trend_3;Hoyre_trend_6;Frp_prev;Frp_trend_3;Frp_trend_6;SV_prev;SV_trend_3;SV_trend_6;Sp_prev;Sp_trend_3;Sp_trend_6;KrF_prev;KrF_trend_3;KrF_trend_6;Venstre_prev;Venstre_trend_3;Venstre_trend_6;MDG_prev;MDG_trend_3;MDG_trend_6;Rodt_prev;Rodt_trend_3;Rodt_trend_6;Andre_prev;Andre_trend_3;Andre_trend_6
19.1;-0.7999999999999972;-2.0;22.2;-1.1999999999999993;-2.6999999999999993;24.1;3.8000000000000007;7.600000000000001;8.0;-0.8000000000000007;-1.5;5.9;0.10000000000000053;1.2000000000000002;3.4;0.10000000000000009;-0.5;4.5;-1.0;-1.0999999999999996;3.3;-0.20000000000000018;-0.40000000000000036;5.6;-0.3000000000000007;0.1999999999999993;3.9;0.19999999999999973;-0.8000000000000003
