Mnd;Ap;Hoyre;Frp;SV;Sp;KrF;Venstre;MDG;Rodt;Andre;Ap_prev;Ap_trend_3;Ap_trend_6;Hoyre_prev;Hoyre_trend_3;Hoyre_trend_6;Frp_prev;Frp_trend_3;Frp_trend_6;SV_prev;SV_trend_3;SV_trend_6;Sp_prev;Sp_trend_3;Sp_trend_6;KrF_prev;KrF_trend_3;KrF_trend_6;Venstre_prev;Venstre_trend_3;Venstre_trend_6;MDG_prev;MDG_trend_3;MDG_trend_6;Rodt_prev;Rodt_trend_3;Rodt_trend_6;Andre_prev;Andre_trend_3;Andre_trend_6
September-22;20.0;28.8;14.0;8.1;5.9;3.5;4.7;3.5;7.5;4.2;20.6;-2.099999999999998;-1.2999999999999972;28.7;1.3999999999999986;3.1999999999999993;13.8;0.9000000000000004;2.3000000000000007;8.6;0.5;-0.5999999999999996;6.4;-0.6999999999999993;-1.9000000000000004;3.7;0.0;0.5;4.3;-0.5;-0.10000000000000053;3.6;0.20000000000000018;0.5;6.7;0.40000000000000036;-2.3999999999999995;3.9;0.19999999999999973;0.19999999999999973
August-22;20.6;28.7;13.8;8.6;6.4;3.7;4.3;3.6;6.7;3.9;21.3;-2.3000000000000007;-0.5999999999999979;29.2;1.6999999999999993;3.8999999999999986;13.6;1.0999999999999996;1.6999999999999993;9.2;1.1999999999999993;0.0;6.2;-1.0999999999999996;-3.499999999999999;3.2;-0.09999999999999964;-0.09999999999999964;4.2;-0.5999999999999996;-0.09999999999999964;3.3;-0.10000000000000009;-0.7000000000000002;6.2;0.10000000000000053;-0.7000000000000002;4.0;0.5;0.5
Juli-22;21.3;29.2;13.6;9.2;6.2;3.2;4.2;3.3;6.2;4.0;21.5;-1.3000000000000007;-1.5;27.1;0.5;2.900000000000002;14.3;2.8000000000000007;2.6000000000000014;9.1;1.2999999999999998;-0.40000000000000036;7.2;-1.1000000000000005;-3.7;3.2;-0.2999999999999998;0.0;4.5;-0.09999999999999964;-0.5;3.5;-0.20000000000000018;0.10000000000000009;6.0;-1.5999999999999996;0.09999999999999964;3.7;-0.09999999999999964;0.30000000000000027
Juni-22;21.5;27.1;14.3;9.1;7.2;3.2;4.5;3.5;6.0;3.7;22.7;0.8000000000000007;-3.400000000000002;27.3;1.8000000000000007;6.0;12.9;1.4000000000000004;1.700000000000001;8.1;-1.0999999999999996;-0.7000000000000011;7.1;-1.200000000000001;-5.6;3.7;0.5;0.5;4.8;0.39999999999999947;0.09999999999999964;3.4;0.2999999999999998;-0.5;6.3;-2.8;0.8999999999999995;3.7;0.0;0.8000000000000003
Mai-22;22.7;27.3;12.9;8.1;7.1;3.7;4.8;3.4;6.3;3.7;23.6;1.7000000000000028;-3.0;27.5;2.1999999999999993;6.800000000000001;12.5;0.5999999999999996;1.4000000000000004;8.0;-1.1999999999999993;-0.6999999999999993;7.3;-2.3999999999999995;-6.000000000000001;3.3;0.0;-0.20000000000000018;4.8;0.5;0.20000000000000018;3.4;-0.6000000000000001;-0.30000000000000027;6.1;-0.8000000000000007;1.1999999999999993;3.5;0.0;0.5
April-22;23.6;27.5;12.5;8.0;7.3;3.3;4.8;3.4;6.1;3.5;22.8;-0.1999999999999993;-1.5999999999999979;26.6;2.400000000000002;7.200000000000003;11.5;-0.1999999999999993;0.1999999999999993;7.8;-1.7000000000000002;-1.3999999999999995;8.3;-2.5999999999999996;-4.6;3.5;0.2999999999999998;-0.5;4.6;-0.40000000000000036;-0.10000000000000053;3.7;0.30000000000000027;-1.2000000000000002;7.6;1.6999999999999993;2.1999999999999993;3.8;0.3999999999999999;0.0
Mars-22;22.8;26.6;11.5;7.8;8.3;3.5;4.6;3.7;7.6;3.8;21.9;-4.200000000000003;-2.1000000000000014;25.5;4.199999999999999;5.399999999999999;11.5;0.3000000000000007;1.1999999999999993;9.2;0.3999999999999986;0.3999999999999986;8.3;-4.399999999999999;-5.799999999999999;3.2;0.0;-0.3999999999999999;4.4;-0.2999999999999998;0.3000000000000007;3.1;-0.7999999999999998;-2.4;9.1;3.6999999999999993;3.8999999999999995;3.7;0.8000000000000003;-0.7000000000000002
Februar-22;21.9;25.5;11.5;9.2;8.3;3.2;4.4;3.1;9.1;3.7;21.9;-4.700000000000003;-2.400000000000002;25.3;4.600000000000001;5.300000000000001;11.9;0.8000000000000007;2.0;9.2;0.5;1.4999999999999991;9.7;-3.6000000000000014;-7.900000000000002;3.3;-0.20000000000000018;0.09999999999999964;4.3;-0.2999999999999998;0.7999999999999998;4.0;0.2999999999999998;-0.5;6.9;2.0;1.3000000000000007;3.5;0.5;-0.3999999999999999
Januar-22;21.9;25.3;11.9;9.2;9.7;3.3;4.3;4.0;6.9;3.5;23.0;-1.3999999999999986;-1.5;24.2;4.800000000000001;2.599999999999998;11.7;0.3999999999999986;1.5;9.5;0.3000000000000007;1.7000000000000002;10.9;-2.0;-6.6;3.2;-0.7999999999999998;-0.09999999999999964;5.0;0.2999999999999998;2.1;3.4;-1.5000000000000004;-0.6999999999999997;5.9;0.5;0.7000000000000002;3.4;-0.3999999999999999;0.3999999999999999
Desember-21;23.0;24.2;11.7;9.5;10.9;3.2;5.0;3.4;5.9;3.4;26.1;2.1000000000000014;2.1000000000000014;21.3;1.1999999999999993;-1.3000000000000007;11.2;0.8999999999999986;0.8999999999999986;8.8;0.0;0.8000000000000007;12.7;-1.4000000000000004;-3.8000000000000007;3.2;-0.3999999999999999;-0.5999999999999996;4.7;0.6000000000000005;1.4000000000000004;3.9;-1.6;-0.19999999999999973;5.4;0.20000000000000018;1.1000000000000005;2.9;-1.5000000000000004;-0.10000000000000009
November-21;26.1;21.3;11.2;8.8;12.7;3.2;4.7;3.9;5.4;2.9;26.6;2.3000000000000007;3.0;20.7;0.6999999999999993;-2.8000000000000007;11.1;1.1999999999999993;1.1999999999999993;8.7;0.9999999999999991;0.6999999999999993;13.3;-4.300000000000001;-4.199999999999999;3.5;0.2999999999999998;0.10000000000000009;4.6;1.0999999999999996;1.6999999999999997;3.7;-0.7999999999999998;-0.5999999999999996;4.9;-0.6999999999999993;1.1000000000000005;3.0;-0.8999999999999999;0.0
Oktober-21;26.6;20.7;11.1;8.7;13.3;3.5;4.6;3.7;4.9;3.0;24.4;-0.10000000000000142;0.0;19.4;-2.200000000000003;-4.900000000000002;11.3;1.1000000000000014;2.0;9.2;1.3999999999999995;1.3999999999999995;12.9;-4.6;-3.299999999999999;4.0;0.7000000000000002;0.2999999999999998;4.7;1.8000000000000003;1.2000000000000002;4.9;0.8000000000000007;0.9000000000000004;5.4;0.20000000000000018;1.8000000000000003;3.8;0.7999999999999998;0.5999999999999996
September-21;24.4;19.4;11.3;9.2;12.9;4.0;4.7;4.9;5.4;3.8;24.0;0.0;-1.3999999999999986;20.1;-2.5;-4.5;10.3;0.0;1.0;8.8;0.8000000000000007;1.4000000000000004;14.1;-2.4000000000000004;-1.0999999999999996;3.6;-0.19999999999999973;-0.2999999999999998;4.1;0.7999999999999998;0.7999999999999998;5.5;1.4000000000000004;1.2000000000000002;5.2;0.9000000000000004;1.7000000000000002;4.4;1.4000000000000004;1.3000000000000003
August-21;24.0;20.1;10.3;8.8;14.1;3.6;4.1;5.5;5.2;4.4;24.3;0.6999999999999993;-2.099999999999998;20.0;-3.5;-4.699999999999999;9.9;0.0;0.9000000000000004;7.7;-0.2999999999999998;0.6000000000000005;17.6;0.10000000000000142;2.900000000000002;3.2;-0.19999999999999973;-0.5;3.5;0.6000000000000001;0.10000000000000009;4.5;0.20000000000000018;0.40000000000000036;5.6;1.7999999999999998;2.3;3.9;0.8999999999999999;0.3999999999999999
